,HHID,PN,HB027,JB027,KB027,LB027
12166,200106,20,,,,
12167,200108,10,,,,
12168,200108,20,,,,
12169,200109,10,,,,
12170,200117,20,,,,
12171,200119,10,,,,
12172,200120,10,,,,
12173,200122,10,,,,
12174,200122,20,,,,
12175,200124,10,,,,
12176,200125,10,,,,
12177,200131,20,,,,
12178,200132,10,,,,
12179,200135,20,,,,
12180,200138,10,,,,
12181,200140,10,,,,
12182,200141,10,,,,
12183,200144,10,,,,
12184,200144,20,,,,
12185,200146,10,,,,
12186,200148,10,,,,
12187,200152,10,,,,
12188,200162,10,,,,
12189,200163,10,,,,
12190,200168,10,,,,
12191,200169,10,,,,
12192,200173,10,,,,
12193,200175,20,,,,
12194,200181,10,,,,
12195,200181,20,,,,
12196,200182,10,,,,
12197,200183,10,,,,
12198,200184,10,,,,
12199,200187,10,,,,
12200,200189,20,,,,
12201,200192,10,,,,
12202,200196,10,,,,
12203,200197,10,,,,
12204,200205,10,,,,
12205,200206,10,,,,
12206,200208,10,,,,
12207,200213,10,,,,
12208,200220,20,,,,
12209,200222,10,,,,
12210,200222,20,,,,
12211,200226,10,,,,
12212,200229,10,,,,
12213,200230,10,,,,
12214,200232,20,,,,
12215,200235,10,,,,
12216,200236,10,,,,
12217,200237,10,-0.719006929,,,
12218,200237,20,-0.719006929,,,
12219,200239,10,,,,
12220,200239,20,,,,
12221,200245,10,,,,
12222,200252,10,,,,
12223,200253,10,,,,
12224,200256,10,,,,
12225,200258,20,,,,
12226,200263,10,,,,
12227,200265,10,,,,
12228,200268,10,,,,
12229,200268,20,,,,
12230,200273,20,,,,
12231,200276,10,,,,
12232,200276,20,,,,
12233,200277,10,,,,
12234,200279,10,,,,
12235,200279,20,,,,
12236,200281,10,,,,
12237,200282,10,,,,
12238,200285,10,,,,
12239,200285,20,,,,
12240,200288,10,,,,
12241,200288,20,,,,
12242,200289,10,,,,
12243,200290,10,,,,
12244,200292,10,,,,
12245,200296,20,,,,
12246,200297,10,,,,
12247,200301,20,,,,
12248,200304,10,,,,
12249,200304,20,,,,
12250,200306,10,,,,
12251,200306,20,,,,
12252,200307,10,,,,
12253,200310,10,-0.719006929,,,
12254,200311,10,,,,
12255,200313,10,,,,
12256,200322,10,,,,
12257,200322,20,,,,
12258,200324,10,,,,
12259,200327,20,,,,
12260,200330,20,,,,
12261,200332,10,,,,
12262,200337,10,,,,
12263,200337,20,,,,
12264,200339,10,,,,
12265,200339,20,,,,
12266,200342,10,,,,
12267,200343,10,,,,
12268,200346,10,,,,
12269,200347,10,,,,
12270,200347,11,,,,
12271,200350,10,,,,
12272,200353,10,0.552762552,,,
12273,200357,20,,,,
12274,200358,10,,,,
12275,200359,10,,,,
12276,200361,10,,,,
12277,200361,20,,,,
12278,200362,10,,,,
12279,200372,10,,,,
12280,200372,20,,,,
12281,200374,20,,,,
12282,200376,20,,,,
12283,200378,20,,,,
12284,200380,10,,,,
12285,200384,10,,,,
12286,200386,10,,,,
12287,200389,10,,,,
12288,200390,20,,,,
12289,200391,10,,,,
12290,200393,20,,,,
12291,200396,10,,,,
12292,200398,20,,,,
12293,200400,10,,,,
12294,200400,20,,,,
12295,200402,10,,,,
12296,200402,20,,,,
12297,200405,10,,,,
12298,200406,10,,,,
12299,200411,10,,,,
12300,200411,20,,,,
12301,200412,10,,,,
12302,200413,10,,,,
12303,200414,10,,,,
12304,200414,20,,,,
12305,200416,10,,,,
12306,200416,20,,,,
12307,200417,10,,,,
12308,200417,11,,,,
12309,200426,10,,,,
12310,200431,10,,,,
12311,200434,10,,,,
12312,200438,10,,,,
12313,200438,20,,,,
12314,200441,10,,,,
12315,200441,11,0.552762552,,,
12316,200441,20,,,,
12317,200443,10,,,,
12318,200443,20,,,,
12319,200445,20,,,,
12320,200448,10,,,,
12321,200449,10,,,,
12322,200450,10,,,,
12323,200456,10,,,,
12324,200456,20,,,,
12325,200461,10,,,,
12326,200463,20,,,,
12327,200464,10,,,,
12328,200466,20,,,,
12329,200468,10,,,,
12330,200468,20,,,,
12331,200471,10,,,,
12332,200475,10,,,,
12333,200475,20,,,,
12334,200476,10,,,,
12335,200481,20,,,,
12336,200483,10,,,,
12337,200487,20,,,,
12338,200495,11,,,,
12339,200497,10,,,,
12340,200500,20,,,,
12341,200502,10,,,,
12342,200502,20,,,,
12343,200504,10,,,,
12344,200504,20,,,,
12345,200508,10,,,,
12346,200510,10,,,,
12347,200510,20,,,,
12348,200511,10,,,,
12349,200516,10,,,,
12350,200518,10,,,,
12351,200518,20,,,,
12352,200520,10,,,,
12353,200520,20,,,,
12354,200525,10,,,,
12355,200526,10,,,,
12356,200527,10,,,,
12357,200527,20,,,,
12358,200529,20,,,,
12359,200531,20,,,,
12360,200534,10,,,,
12361,200534,20,,,,
12362,200535,10,,,,
12363,200537,20,,,,
12364,200543,10,,,,
12365,200545,10,,,,
12366,200547,10,,,,
12367,200548,10,,,,
12368,200554,10,,,,
12369,200556,10,-0.719006929,,,
12370,200556,20,-0.719006929,,,
12371,200559,10,,,,
12372,200561,20,,,,
12373,200564,10,,,,
12374,200570,10,,,,
12375,200570,20,,,,
12376,200571,10,,,,
12377,200572,10,,,,
12378,200573,10,,,,
12379,200573,11,,,,
12380,200578,10,,,,
12381,200580,20,,,,
12382,200583,10,,,,
12383,200583,20,,,,
12384,200585,10,,,,
12385,200585,20,,,,
12386,200588,10,,,,
12387,200588,20,,,,
12388,200590,10,,,,
12389,200597,20,,,,
12390,200600,10,,,,
12391,200604,20,,,,
12392,200608,10,,,,
12393,200609,10,,,,
12394,200610,10,,,,
12395,200612,10,,,,
12396,200612,20,,,,
12397,200615,10,,,,
12398,200616,10,,,,
12399,200617,10,,,,
12400,200619,10,,,,
12401,200620,10,,,,
12402,200629,20,,,,
12403,200630,10,,,,
12404,200632,20,,,,
12405,200635,10,,,,
12406,200636,11,,,,
12407,200637,10,,,,
12408,200638,10,,,,
12409,200640,10,,,,
12410,200641,10,,,,
12411,200643,10,,,,
12412,200647,10,,,,
12413,200647,20,,,,
12414,200654,10,,,,
12415,200654,20,,,,
12416,200655,10,-0.719006929,,,
12417,200661,10,,,,
12418,200661,20,,,,
12419,200665,10,,,,
12420,200665,20,,,,
12421,200667,10,-0.719006929,,,
12422,200667,20,,,,
12423,200669,10,,,,
12424,200673,10,,,,
12425,200673,20,,,,
12426,200678,10,,,,
12427,200679,20,,,,
12428,200683,10,,,,
12429,200683,20,,,,
12430,200685,20,,,,
12431,200687,10,,,,
12432,200687,20,,,,
12433,200688,10,,,,
12434,200689,10,,,,
12435,200691,10,,,,
12436,200691,20,,,,
12437,200695,10,,,,
12438,200695,20,,,,
12439,200696,10,,,,
12440,200698,10,,,,
12441,200699,10,,,,
12442,200701,10,,,,
12443,200703,10,,,,
12444,200709,10,,,,
12445,200724,10,,,,
12446,200725,10,,,,
12447,200729,20,,,,
12448,200734,10,,,,
12449,200737,10,,,,
12450,200739,20,,,,
12451,200740,10,,,,
12452,200742,10,,,,
12453,200744,10,,,,
12454,200745,10,,,,
12455,200746,10,,,,
12456,200749,10,,,,
12457,200749,20,,,,
12458,200751,20,,,,
12459,200759,20,,,,
12460,200761,10,,,,
12461,200767,10,,,,
12462,200767,20,,,,
12463,200769,10,,,,
12464,200769,20,,,,
12465,200771,10,,,,
12466,200771,20,,,,
12467,200777,10,,,,
12468,200777,20,,,,
12469,200779,20,,,,
12470,200785,10,,,,
12471,200785,20,,,,
12472,200787,20,,,,
12473,200789,20,,,,
12474,200792,10,,,,
12475,200794,10,,,,
12476,200794,20,,,,
12477,200799,10,,,,
12478,200799,20,,,,
12479,200802,10,,,,
12480,200804,10,,,,
12481,200804,20,,,,
12482,200806,10,,,,
12483,200806,20,,,,
12484,200808,10,,,,
12485,200810,20,,,,
12486,200811,10,,,,
12487,200814,10,,,,
12488,200821,10,,,,
12489,200823,10,,,,
12490,200823,20,,,,
12491,200825,10,,,,
12492,200827,20,,,,
12493,200828,10,,,,
12494,200832,10,,,,
12495,200832,20,,,,
12496,200839,10,,,,
12497,200840,10,,,,
12498,200841,10,,,,
12499,200842,10,,,,
12500,200846,10,,,,
12501,200848,10,,,,
12502,200852,10,,,,
12503,200856,10,,,,
12504,200857,10,,,,
12505,200858,10,,,,
12506,200859,10,,,,
12507,200861,20,,,,
12508,200862,10,,,,
12509,200866,10,,,,
12510,200870,10,,,,
12511,200872,10,,,,
12512,200877,10,,,,
12513,200877,20,,,,
12514,200880,20,,,,
12515,200881,10,-0.719006929,,,
12516,200881,11,,,,
12517,200885,20,,,,
12518,200890,10,,,,
12519,200891,10,,,,
12520,200893,10,,,,
12521,200897,10,,,,
12522,200900,10,,,,
12523,200902,10,,,,
12524,200906,10,,,,
12525,200914,20,,,,
12526,200914,21,-0.719006929,,,
12527,200916,10,,,,
12528,200918,20,,,,
12529,200920,20,,,,
12530,200922,11,,,,
12531,200924,10,,,,
12532,200929,10,,,,
12533,200930,10,,,,
12534,200931,10,,,,
12535,200934,10,,,,
12536,200934,20,,,,
12537,200938,10,,,,
12538,200938,20,,,,
12539,200942,10,,,,
12540,200942,20,,,,
12541,200944,20,,,,
12542,200945,10,,,,
12543,200947,10,,,,
12544,200947,20,,,,
12545,200948,10,,,,
12546,200950,10,,,,
12547,200952,10,,,,
12548,200952,20,,,,
12549,200956,10,,,,
12550,200956,20,,,,
12551,200957,10,,,,
12552,200960,10,,,,
12553,200962,10,,,,
12554,200963,10,,,,
12555,200964,10,,,,
12556,200965,10,,,,
12557,200966,10,,,,
12558,200967,10,,,,
12559,200968,10,,,,
12560,200970,20,,,,
12561,200972,20,,,,
12562,200974,10,,,,
12563,200974,20,,,,
12564,200977,10,,,,
12565,200983,10,,,,
12566,200983,20,,,,
12567,200985,10,,,,
12568,200986,10,,,,
12569,200987,10,,,,
12570,200989,10,,,,
12571,200989,20,,,,
12572,200990,10,,,,
12573,200991,10,,,,
12574,200994,10,,,,
12575,200994,20,,,,
12576,200995,10,,,,
12577,200998,20,,,,
12578,201000,10,,,,
12579,201000,20,,,,
12580,201004,10,,,,
12581,201004,20,,,,
12582,201007,20,,,,
12583,201010,10,,,,
12584,201012,10,,,,
12585,201014,20,,,,
12586,201015,10,,,,
12587,201017,10,,,,
12588,201020,10,,,,
12589,201022,20,,,,
12590,201025,20,,,,
12591,201030,10,,,,
12592,201033,10,,,,
12593,201038,20,,,,
12594,201040,20,-0.719006929,,,
12595,201043,10,,,,
12596,201045,10,,,,
12597,201046,10,,,,
12598,201048,10,,,,
12599,201051,10,,,,
12600,201051,20,,,,
12601,201052,10,,,,
12602,201054,10,,,,
12603,201056,10,,,,
12604,201058,10,,,,
12605,201060,20,,,,
12606,201063,10,,,,
12607,201063,20,,,,
12608,201067,20,,,,
12609,201069,20,,,,
12610,201073,10,,,,
12611,201075,10,,,,
12612,201076,10,,,,
12613,201081,10,,,,
12614,201081,20,,,,
12615,201082,10,,,,
12616,201084,20,,,,
12617,201085,10,,,,
12618,201091,20,,,,
12619,201095,10,,,,
12620,201106,20,,,,
12621,201113,10,,,,
12622,201115,20,0.552762552,,,
12623,201117,20,,,,
12624,201119,10,,,,
12625,201121,20,,,,
12626,201125,20,,,,
12627,201127,20,,,,
12628,201129,10,,,,
12629,201131,20,,,,
12630,201136,10,,,,
12631,201140,10,,,,
12632,201141,10,,,,
12633,201142,10,,,,
12634,201144,20,,,,
12635,201144,10,,,,
12636,201145,10,,,,
12637,201146,10,,,,
12638,201148,10,,,,
12639,201148,11,-0.719006929,,,
12640,201149,10,,,,
12641,201151,10,,,,
12642,201155,10,,,,
12643,201160,10,,,,
12644,201161,10,,,,
12645,201165,20,,,,
12646,201167,10,,,,
12647,201173,10,,,,
12648,201174,10,,,,
12649,201175,10,,,,
12650,201176,10,,,,
12651,201178,10,,,,
12652,201178,20,,,,
12653,201180,10,,,,
12654,201180,20,,,,
12655,201181,10,,,,
12656,201187,10,,,,
12657,201188,10,,,,
12658,201192,20,,,,
12659,201193,10,,,,
12660,201194,10,,,,
12661,201195,10,,,,
12662,201199,10,,,,
12663,201200,10,,,,
12664,201202,10,,,,
12665,201210,10,,,,
12666,201213,10,,,,
12667,201215,10,,,,
12668,201217,20,,,,
12669,201222,20,,,,
12670,201223,10,,,,
12671,201225,10,,,,
12672,201230,10,,,,
12673,201232,10,,,,
12674,201235,20,,,,
12675,201239,10,,,,
12676,201240,10,,,,
12677,201242,10,,,,
12678,201242,20,,,,
12679,201248,20,,,,
12680,201250,10,,,,
12681,201253,10,,,,
12682,201254,10,,,,
12683,201258,10,,,,
12684,201268,10,,,,
12685,201270,10,,,,
12686,201270,20,,,,
12687,201271,10,,,,
12688,201273,10,,,,
12689,201273,20,,,,
12690,201274,10,,,,
12691,201279,10,,,,
12692,201281,10,,,,
12693,201284,10,,,,
12694,201284,20,,,,
12695,201286,10,,,,
12696,201288,20,,,,
12697,201290,20,,,,
12698,201292,10,,,,
12699,201292,20,,,,
12700,201293,10,,,,
12701,201295,10,,,,
12702,201299,20,,,,
12703,201308,10,,,,
12704,201310,10,,,,
12705,201312,10,,,,
12706,201314,20,,,,
12707,201316,20,,,,
12708,201319,10,,,,
12709,201319,20,,,,
12710,201321,20,,,,
12711,201323,20,,,,
12712,201323,21,,,,
12713,201326,10,,,,
12714,201326,20,,,,
12715,201327,10,,,,
12716,201328,20,,,,
12717,201329,20,,,,
12718,201329,21,,,,
12719,201330,10,,,,
12720,201331,10,,,,
12721,201334,10,,,,
12722,201334,20,,,,
12723,201335,10,,,,
12724,201338,10,,,,
12725,201340,10,,,,
12726,201343,20,,,,
12727,201347,10,,,,
12728,201349,10,,,,
12729,201353,10,,,,
12730,201353,20,,,,
12731,201355,10,,,,
12732,201356,10,,,,
12733,201357,10,,,,
12734,201360,10,,,,
12735,201361,10,,,,
12736,201362,10,,,,
12737,201363,20,,,,
12738,201373,20,,,,
12739,201374,10,,,,
12740,201379,10,,,,
12741,201379,20,,,,
12742,201382,10,,,,
12743,201385,10,,,,
12744,201385,20,,,,
12745,201387,20,,,,
12746,201388,10,,,,
12747,201390,20,,,,
12748,201391,10,,,,
12749,201392,10,,,,
12750,201393,10,,,,
12751,201394,20,,,,
12752,201397,10,,,,
12753,201398,10,,,,
12754,201401,20,,,,
12755,201402,10,,,,
12756,201403,10,,,,
12757,201404,10,,,,
12758,201407,10,,,,
12759,201410,10,,,,
12760,201411,10,,,,
12761,201413,10,,,,
12762,201416,10,,,,
12763,201419,10,,,,
12764,201421,10,,,,
12765,201421,20,,,,
12766,201426,20,,,,
12767,201428,10,,,,
12768,201430,10,,,,
12769,201433,10,,,,
12770,201433,20,,,,
12771,201437,20,,,,
12772,201442,10,,,,
12773,201447,10,,,,
12774,201447,20,,,,
12775,201450,20,,,,
12776,201451,10,,,,
12777,201451,11,,,,
12778,201452,10,,,,
12779,201454,10,,,,
12780,201458,10,,,,
12781,201458,20,,,,
12782,201460,10,,,,
12783,201462,10,,,,
12784,201463,10,,,,
12785,201466,10,,,,
12786,201466,20,,,,
12787,201467,10,,,,
12788,201468,10,,,,
12789,201472,10,,,,
12790,201475,20,,,,
12791,201476,10,,,,
12792,201477,10,,,,
12793,201480,20,,,,
12794,201482,10,,,,
12795,201482,20,,,,
12796,201483,10,,,,
12797,201485,10,,,,
12798,201485,20,,,,
12799,201486,10,,,,
12800,201488,10,,,,
12801,201489,10,,,,
12802,201495,10,,,,
12803,201497,10,,,,
12804,201497,20,,,,
12805,201498,10,,,,
12806,201503,10,,,,
12807,201504,10,,,,
12808,201505,10,,,,
12809,201506,10,-0.719006929,,,
12810,201507,10,,,,
12811,201511,10,,,,
12812,201516,10,,,,
12813,201518,10,,,,
12814,201519,10,,,,
12815,201523,10,,,,
12816,201523,20,,,,
12817,201532,10,,,,
12818,201532,20,,,,
12819,201534,10,,,,
12820,201534,20,,,,
12821,201535,10,,,,
12822,201537,10,,,,
12823,201539,10,,,,
12824,201539,20,,,,
12825,201545,10,,,,
12826,201556,10,,,,
12827,201557,10,,,,
12828,201560,10,,,,
12829,201564,10,,,,
12830,201564,20,,,,
12831,201566,10,,,,
12832,201568,20,,,,
12833,201570,10,,,,
12834,201570,20,,,,
12835,201577,10,,,,
12836,201577,20,,,,
12837,201580,10,,,,
12838,201585,10,,,,
12839,201589,10,,,,
12840,201590,10,,,,
12841,201591,10,,,,
12842,201593,10,,,,
12843,201594,10,,,,
12844,201595,10,,,,
12845,201599,10,,,,
12846,201600,10,,,,
12847,201604,10,,,,
12848,201616,10,,,,
12849,201617,10,,,,
12850,201620,10,,,,
12851,201624,10,,,,
12852,201625,10,,,,
12853,201625,20,,,,
12854,201628,10,,,,
12855,201628,11,,,,
12856,201631,10,,,,
12857,201632,10,,,,
12858,201635,10,,,,
12859,201635,20,,,,
12860,201639,20,,,,
12861,201641,10,,,,
12862,201641,20,,,,
12863,201644,10,,,,
12864,201644,20,,,,
12865,201646,20,,,,
12866,201648,20,,,,
12867,201651,20,,,,
12868,201652,10,,,,
12869,201654,10,,,,
12870,201662,10,,,,
12871,201663,10,,,,
12872,201664,10,,,,
12873,201664,11,,,,
12874,201667,10,,,,
12875,201668,10,,,,
12876,201669,10,,,,
12877,201672,10,,,,
12878,201676,10,,,,
12879,201678,20,,,,
12880,201681,10,,,,
12881,201681,20,,,,
12882,201682,10,,,,
12883,201683,10,,,,
12884,201689,10,,,,
12885,201690,10,,,,
12886,201691,10,,,,
12887,201691,20,,,,
12888,201699,10,,,,
12889,201701,10,,,,
12890,201702,10,,,,
12891,201703,10,,,,
12892,201705,20,,,,
12893,201712,20,,,,
12894,201714,20,,,,
12895,201715,10,,,,
12896,201717,10,,,,
12897,201717,20,,,,
12898,201721,10,,,,
12899,201721,20,,,,
12900,201722,10,,,,
12901,201725,10,,,,
12902,201726,10,,,,
12903,201727,10,,,,
12904,201729,10,,,,
12905,201731,10,,,,
12906,201732,10,,,,
12907,201733,10,,,,
12908,201735,20,,,,
12909,201736,10,,,,
12910,201739,10,,,,
12911,201739,20,,,,
12912,201742,10,,,,
12913,201746,10,,,,
12914,201747,10,,,,
12915,201748,10,,,,
12916,201751,20,,,,
12917,201755,20,,,,
12918,201756,20,,,,
12919,201760,10,,,,
12920,201762,10,,,,
12921,201763,10,,,,
12922,201764,20,,,,
12923,201768,20,,,,
12924,201770,10,,,,
12925,201770,20,,,,
12926,201772,10,,,,
12927,201772,20,,,,
12928,201774,20,,,,
12929,201776,10,,,,
12930,201780,10,,,,
12931,201780,20,,,,
12932,201782,10,,,,
12933,201782,20,,,,
12934,201784,10,,,,
12935,201784,20,,,,
12936,201786,10,,,,
12937,201788,20,,,,
12938,201792,10,,,,
12939,201792,20,,,,
12940,201794,10,,,,
12941,201800,10,,,,
12942,201800,20,,,,
12943,201802,10,,,,
12944,201804,10,,,,
12945,201806,10,,,,
12946,201806,20,,,,
12947,201807,10,,,,
12948,201809,20,,,,
12949,201810,10,,,,
12950,201812,10,,,,
12951,201814,10,,,,
12952,201814,20,,,,
12953,201816,20,,,,
12954,201818,10,,,,
12955,201818,20,,,,
12956,201820,10,,,,
12957,201820,20,,,,
12958,201822,10,,,,
12959,201822,20,,,,
12960,201824,10,,,,
12961,201824,20,,,,
12962,201826,10,,,,
12963,201826,20,,,,
12964,201829,10,,,,
12965,201832,10,,,,
12966,201835,20,,,,
12967,201837,20,,,,
12968,201839,10,,,,
12969,201839,20,,,,
12970,201840,10,,,,
12971,201842,10,,,,
12972,201843,10,,,,
12973,201845,10,,,,
12974,201846,10,,,,
12975,201849,10,,,,
12976,201849,20,,,,
12977,201852,10,,,,
12978,201854,10,,,,
12979,201854,20,,,,
12980,201856,10,,,,
12981,201857,10,,,,
12982,201862,20,,,,
12983,201866,10,,,,
12984,201867,10,,,,
12985,201868,20,,,,
12986,201870,10,,,,
12987,201874,10,,,,
12988,201874,20,,,,
12989,201882,10,,,,
12990,201890,10,,,,
12991,201899,20,,,,
12992,201903,10,,,,
12993,201906,20,,,,
12994,201906,21,,,,
12995,201911,20,,,,
12996,201912,10,,,,
12997,201914,10,,,,
12998,201914,20,,,,
12999,201916,10,,,,
13000,201916,20,,,,
13001,201917,10,,,,
13002,201919,10,,,,
13003,201919,20,,,,
13004,201920,10,,,,
13005,201922,10,,,,
13006,201922,20,,,,
13007,201925,10,,,,
13008,201925,20,,,,
13009,201927,20,,,,
13010,201928,10,,,,
13011,201928,20,,,,
13012,201931,10,,,,
13013,201934,10,,,,
13014,201935,10,,,,
13015,201937,10,,,,
13016,201941,10,,,,
13017,201942,10,,,,
13018,201942,11,,,,
13019,201946,11,,,,
13020,201953,10,,,,
13021,201954,10,,,,
13022,201956,20,,,,
13023,201958,10,,,,
13024,201958,11,-0.719006929,,,
13025,201962,10,,,,
13026,201962,20,,,,
13027,201964,10,,,,
13028,201967,10,,,,
13029,201969,10,,,,
13030,201970,20,,,,
13031,201973,10,,,,
13032,201975,10,,,,
13033,201976,10,,,,
13034,201978,10,,,,
13035,201980,10,,,,
13036,201983,10,,,,
13037,201985,20,,,,
13038,201986,10,,,,
13039,201991,10,,,,
13040,201994,10,,,,
13041,201998,10,,,,
13042,201999,10,,,,
13043,202004,10,,,,
13044,202006,20,,,,
13045,202008,10,,,,
13046,202009,10,,,,
13047,202012,10,,,,
13048,202015,10,,,,
13049,202016,10,,,,
13050,202018,20,,,,
13051,202020,10,,,,
13052,202023,10,,,,
13053,202025,20,,,,
13054,202027,10,,,,
13055,202027,20,,,,
13056,202029,10,,,,
13057,202029,20,,,,
13058,202032,10,,,,
13059,202032,20,,,,
13060,202034,10,,,,
13061,202034,20,,,,
13062,202035,10,,,,
13063,202037,20,,,,
13064,202038,10,,,,
13065,202042,10,,,,
13066,202042,20,,,,
13067,202044,10,,,,
13068,202048,20,,,,
13069,202051,10,,,,
13070,202051,20,,,,
13071,202052,10,,,,
13072,202053,10,,,,
13073,202055,20,,,,
13074,202056,10,,,,
13075,202057,10,,,,
13076,202063,10,,,,
13077,202066,10,,,,
13078,202071,20,,,,
13079,202073,10,,,,
13080,202073,20,,,,
13081,202074,10,,,,
13082,202076,20,,,,
13083,202080,20,,,,
13084,202081,10,0.552762552,,,
13085,202083,10,,,,
13086,202084,10,,,,
13087,202084,20,,,,
13088,202085,10,,,,
13089,202087,10,,,,
13090,202087,20,,,,
13091,202090,10,,,,
13092,202090,20,,,,
13093,202091,10,,,,
13094,202096,10,,,,
13095,202096,20,,,,
13096,202097,10,,,,
13097,202103,10,,,,
13098,202105,10,,,,
13099,202105,20,,,,
13100,202107,10,,,,
13101,202107,20,,,,
13102,202111,10,,,,
13103,202114,10,,,,
13104,202114,20,,,,
13105,202119,10,,,,
13106,202121,10,,,,
13107,202122,10,,,,
13108,202129,10,,,,
13109,202129,20,,,,
13110,202132,10,,,,
13111,202135,10,,,,
13112,202136,10,,,,
13113,202139,10,,,,
13114,202139,20,,,,
13115,202140,10,,,,
13116,202141,10,,,,
13117,202143,20,,,,
13118,202144,10,,,,
13119,202145,10,,,,
13120,202152,20,,,,
13121,202160,20,,,,
13122,202163,10,,,,
13123,202166,10,,,,
13124,202168,20,,,,
13125,202173,20,,,,
13126,202174,10,,,,
13127,202178,10,,,,
13128,202180,20,,,,
13129,202182,10,,,,
13130,202182,20,,,,
13131,202183,20,,,,
13132,202185,10,,,,
13133,202185,20,,,,
13134,202186,10,,,,
13135,202189,10,,,,
13136,202190,10,,,,
13137,202192,20,,,,
13138,202195,10,,,,
13139,202196,10,,,,
13140,202199,10,,,,
13141,202200,10,,,,
13142,202201,10,,,,
13143,202204,20,,,,
13144,202205,10,,,,
13145,202207,20,,,,
13146,202209,10,,,,
13147,202212,10,,,,
13148,202212,20,,,,
13149,202215,10,,,,
13150,202216,10,,,,
13151,202218,10,,,,
13152,202218,20,,,,
13153,202221,10,,,,
13154,202226,10,,,,
13155,202230,10,,,,
13156,202232,20,,,,
13157,202233,10,,,,
13158,202236,20,,,,
13159,202238,10,,,,
13160,202238,20,,,,
13161,202239,10,,,,
13162,202240,10,,,,
13163,202242,10,,,,
13164,202242,20,,,,
13165,202248,10,,,,
13166,202248,20,,,,
13167,202249,10,,,,
13168,202251,10,,,,
13169,202253,10,,,,
13170,202257,10,,,,
13171,202259,10,,,,
13172,202264,10,,,,
13173,202265,10,,,,
13174,202265,11,,,,
13175,202267,20,,,,
13176,202271,20,,,,
13177,202275,10,,,,
13178,202283,20,,,,
13179,202284,10,,,,
13180,202287,10,,,,
13181,202287,20,,,,
13182,202289,10,,,,
13183,202289,20,,,,
13184,202294,20,,,,
13185,202297,20,,,,
13186,202301,20,,,,
13187,202302,10,,,,
13188,202307,10,,,,
13189,202307,20,,,,
13190,202309,10,,,,
13191,202309,20,,,,
13192,202311,10,,,,
13193,202314,10,,,,
13194,202320,10,,,,
13195,202322,10,,,,
13196,202322,20,,,,
13197,202323,10,,,,
13198,202325,10,,,,
13199,202327,10,,,,
13200,202328,10,,,,
13201,202332,20,,,,
13202,202334,20,,,,
13203,202341,10,,,,
13204,202343,20,,,,
13205,202344,10,,,,
13206,202345,10,,,,
13207,202347,10,,,,
13208,202347,20,,,,
13209,202354,10,,,,
13210,202354,20,,,,
13211,202356,10,,,,
13212,202357,10,,,,
13213,202357,11,,,,
13214,202359,10,,,,
13215,202361,10,,,,
13216,202361,20,,,,
13217,202364,10,,,,
13218,202364,20,,,,
13219,202366,10,,,,
13220,202366,20,,,,
13221,202367,10,,,,
13222,202369,10,,,,
13223,202369,20,,,,
13224,202376,20,,,,
13225,202379,10,,,,
13226,202379,20,,,,
13227,202385,10,,,,
13228,202385,20,,,,
13229,202388,20,,,,
13230,202390,10,,,,
13231,202392,10,,,,
13232,202396,10,,,,
13233,202396,20,,,,
13234,202399,10,,,,
13235,202399,20,,,,
13236,202401,20,,,,
13237,202403,20,,,,
13238,202405,10,,,,
13239,202405,20,,,,
13240,202406,10,,,,
13241,202408,20,,,,
13242,202409,20,,,,
13243,202410,10,,,,
13244,202412,10,,,,
13245,202413,10,,,,
13246,202418,10,,,,
13247,202421,10,,,,
13248,202425,10,,,,
13249,202427,10,,,,
13250,202431,10,,,,
13251,202433,20,,,,
13252,202435,10,,,,
13253,202436,10,,,,
13254,202437,10,,,,
13255,202440,10,,,,
13256,202441,10,,,,
13257,202446,10,,,,
13258,202447,10,,,,
13259,202449,10,,,,
13260,202452,10,,,,
13261,202457,10,,,,
13262,202458,20,,,,
13263,202461,10,,,,
13264,202462,10,,,,
13265,202464,10,,,,
13266,202465,10,,,,
13267,202473,20,,,,
13268,202479,10,,,,
13269,202479,20,,,,
13270,202482,10,,,,
13271,202483,10,,,,
13272,202485,10,,,,
13273,202486,10,,,,
13274,202489,10,,,,
13275,202490,10,,,,
13276,202491,10,,,,
13277,202493,10,,,,
13278,202493,20,,,,
13279,202498,10,,,,
13280,202498,20,,,,
13281,202500,20,,,,
13282,202501,10,,,,
13283,202502,10,,,,
13284,202503,10,,,,
13285,202505,20,,,,
13286,202506,10,,,,
13287,202508,10,,,,
13288,202508,20,,,,
13289,202512,10,,,,
13290,202513,10,,,,
13291,202514,10,,,,
13292,202519,10,,,,
13293,202521,10,,,,
13294,202521,20,,,,
13295,202523,10,,,,
13296,202523,20,,,,
13297,202524,10,,,,
13298,202526,10,,,,
13299,202526,20,,,,
13300,202527,10,,,,
13301,202531,20,,,,
13302,202532,10,,,,
13303,202538,10,,,,
13304,202541,10,,,,
13305,202541,20,,,,
13306,202542,10,,,,
13307,202544,20,,,,
13308,202550,10,,,,
13309,202550,20,,,,
13310,202552,10,,,,
13311,202553,10,,,,
13312,202555,10,,,,
13313,202555,20,,,,
13314,202557,10,,,,
13315,202557,20,,,,
13316,202561,20,,,,
13317,202563,10,,,,
13318,202563,20,,,,
13319,202565,20,,,,
13320,202567,20,,,,
13321,202571,10,,,,
