,HHID,PN,HB027,JB027,KB027,LB027
1225,18150,10,,,,
1226,18150,40,,,,
1227,18155,20,,,,
1228,18155,30,,,,
1229,18158,10,,,,
1230,18163,20,,,,
1231,18163,30,,,,
1232,18166,10,,,,
1233,18175,20,,,,
1234,18175,30,,,,
1235,18198,20,,,,
1236,18199,10,,,,
1237,18199,20,,,,
1238,18200,10,,,,
1239,18204,20,,,,
1240,18210,10,,,,
1241,18210,40,,,,
1242,18212,10,,,,
1243,18216,10,,,,
1244,18216,20,,,,
1245,18229,10,,,,
1246,18243,10,,,,
1247,18245,10,,,,
1248,18245,20,,,,
1249,18259,10,,,,
1250,18264,10,,,,
1251,18285,20,,,,
1252,18285,30,,,,
1253,18298,10,,,,
1254,18304,10,,,,
1255,18304,20,,,,
1256,18309,10,,,,
1257,18309,20,,,,
1258,18345,10,,,,
1259,18345,20,,,,
1260,18352,10,,,,
1261,18352,40,,,,
1262,18360,10,,,,
1263,18363,10,,,,
1264,18364,11,,,,
1265,18417,10,,,,
1266,18421,10,,,,
1267,18421,20,,,,
1268,18424,40,-0.719006929,,,
1269,18428,10,,,,
1270,18435,40,,,,
1271,18435,42,0.552762552,,,
1272,18439,10,,,,
1273,18439,40,,,,
1274,18442,10,,,,
1275,18442,40,,,,
1276,18443,10,,,,
1277,18451,10,,,,
1278,18451,40,,,,
1279,18481,20,,,,
1280,18481,30,,,,
1281,18482,40,,,,
1282,18482,41,,,,
1283,18483,10,,,,
1284,18483,20,,,,
1285,18494,10,,,,
1286,18494,20,,,,
1287,18494,22,0.552762552,,,
1288,18508,40,,,,
1289,18508,10,,,,
1290,18508,11,0.552762552,,,
1291,18525,20,,,,
1292,18525,30,,,,
1293,18528,10,,,,
1294,18531,20,,,,
1295,18531,30,,,,
1296,18536,10,,,,
1297,18539,10,,,,
1298,18540,20,,,,
1299,18540,30,,,,
1300,18566,10,,,,
1301,18566,20,,,,
1302,18624,20,,,,
1303,18632,20,,,,
1304,18632,30,,,,
1305,18646,10,,,,
1306,18646,20,,,,
1307,18679,10,,,,
1308,18680,20,,,,
1309,18686,20,,,,
1310,18686,30,,,,
1311,18707,20,,,,
1312,18734,10,-0.719006929,,,
1313,18739,10,,,,
1314,18739,40,,,,
1315,18742,10,,,,
1316,18742,40,,,,
1317,18758,10,,,,
1318,18759,10,,,,
1319,18774,10,,,,
1320,18774,20,,,,
1321,18776,10,,,,
1322,18776,40,,,,
1323,18779,10,,,,
1324,18779,11,,,,
1325,18782,10,,,,
1326,18782,40,,,,
1327,18808,10,,,,
1328,18808,20,,,,
1329,18828,10,,,,
1330,18831,10,,,,
1331,18841,10,,,,
1332,18865,10,,,,
1333,18877,10,,,,
1334,18889,10,,,,
1335,18889,40,,,,
1336,18896,10,,,,
1337,18896,40,,,,
1338,18918,10,,,,
1339,18918,11,,,,
1340,18918,40,,,,
1341,18918,41,,,,
1342,18950,10,,,,
1343,18961,10,,,,
1344,18963,10,,,,
1345,18964,20,,,,
1346,18964,30,,,,
1347,18966,10,0.552762552,,,
1348,18972,10,,,,
1349,18972,40,,,,
1350,18973,10,,,,
1351,18973,40,,,,
1352,18983,20,,,,
1353,18983,30,,,,
1354,18990,10,,,,
1355,18990,40,,,,
1356,18992,10,,,,
1357,19001,10,,,,
1358,19001,20,,,,
1359,19007,10,,,,
1360,19031,20,,,,
1361,19047,20,,,,
1362,19047,30,,,,
1363,19049,10,,,,
1364,19050,10,,,,
1365,19052,10,,,,
1366,19052,40,,,,
1367,19053,10,,,,
1368,19053,40,,,,
1369,19054,10,,,,
1370,19054,20,,,,
1371,19058,10,,,,
1372,19065,10,,,,
1373,19065,20,,,,
1374,19110,10,,,,
1375,19110,20,,,,
1376,19117,10,,,,
1377,19117,11,,,,
1378,19133,10,,,,
1379,19142,30,,,,
1380,19154,10,,,,
1381,19154,40,,,,
1382,19158,10,,,,
1383,19167,10,,,,
1384,19167,20,,,,
1385,19187,20,,,,
1386,19212,20,,,,
1387,19213,20,,,,
1388,19213,30,,,,
1389,19216,10,,,,
1390,19280,10,,,,
1391,19280,20,,,,
1392,19286,10,,,,
1393,19286,20,,,,
1394,19298,20,,,,
1395,19298,21,0.552762552,,,
1396,19298,10,,,,
1397,19333,10,,,,
1398,19338,10,,,,
1399,19338,20,,,,
1400,19345,20,,,,
1401,19351,10,,,,
1402,19373,10,,,,
1403,19375,10,,,,
1404,19389,10,,,,
1405,19389,40,,,,
1406,19403,10,,,,
1407,19424,10,,,,
1408,19424,20,,,,
1409,19425,20,,,,
1410,19433,30,,,,
1411,19433,40,,,,
1412,19442,40,,,,
1413,19454,10,,,,
1414,19454,20,,,,
1415,19458,10,,,,
1416,19458,40,,,,
1417,19488,20,,,,
1418,19488,30,,,,
1419,19489,10,,,,
1420,19493,10,,,,
1421,19493,40,,,,
1422,19496,10,,,,
1423,19496,20,,,,
1424,19501,10,,,,
1425,19535,20,,,,
1426,19535,30,,,,
1427,19536,10,,,,
1428,19536,40,,,,
1429,19537,10,,,,
1430,19537,11,-0.719006929,,,
1431,19542,10,,,,
1432,19542,20,,,,
1433,19569,10,,,,
1434,19569,11,,,,
1435,19585,10,,,,
1436,19590,10,,,,
1437,19620,10,,,,
1438,19621,10,,,,
1439,19621,40,,,,
1440,19625,20,,,,
1441,19625,30,,,,
1442,19626,10,,,,
1443,19626,20,,,,
1444,19629,20,,,,
1445,19629,30,,,,
1446,19637,10,,,,
1447,19646,10,,,,
1448,19646,20,,,,
1449,19657,20,,,,
1450,19657,10,-0.719006929,,,
1451,19662,10,,,,
1452,19669,10,-0.719006929,,,
1453,19672,20,,,,
1454,19672,30,,,,
1455,19687,10,,,,
1456,19687,40,,,,
1457,19704,10,,,,
1458,19704,11,,,,
1459,19705,10,,,,
1460,19705,20,,,,
1461,19715,10,,,,
1462,19715,40,,,,
1463,19735,40,,,,
1464,19738,10,,,,
1465,19738,20,,,,
1466,19742,10,,,,
1467,19742,40,,,,
1468,19746,10,,,,
1469,19746,20,,,,
1470,19747,20,,,,
1471,19747,30,,,,
1472,19754,10,,,,
1473,19759,20,,,,
1474,19769,10,,,,
1475,19769,40,,,,
1476,19770,10,,,,
1477,19770,20,,,,
1478,19773,10,,,,
1479,19786,10,,,,
1480,19786,20,,,,
1481,19796,10,,,,
1482,19806,20,,,,
1483,19816,10,3.096301514,,,
1484,19816,20,,,,
1485,19822,10,,,,
1486,19826,10,,,,
1487,19845,10,,,,
1488,19857,10,,,,
1489,19857,20,,,,
1490,19877,10,,,,
1491,19904,20,,,,
1492,19930,10,,,,
1493,19935,10,,,,
1494,19935,11,,,,
1495,19950,10,,,,
1496,19973,10,,,,
1497,19973,40,,,,
1498,19976,10,,,,
1499,19976,20,,,,
1500,19992,10,,,,
1501,19992,40,,,,
1502,19995,10,,,,
1503,20041,10,,,,
1504,20042,10,,,,
1505,20077,10,,,,
1506,20077,40,,,,
1507,20079,10,,,,
1508,20079,20,,,,
1509,20081,10,,,,
1510,20081,20,,,,
1511,20093,40,,,,
1512,20093,41,,,,
1513,20093,10,,,,
1514,20114,10,,,,
1515,20114,40,,,,
1516,20139,10,,,,
1517,20142,10,,,,
1518,20152,10,,,,
1519,20158,10,,,,
1520,20159,10,,,,
1521,20161,10,,,,
1522,20161,20,,,,
1523,20162,10,,,,
1524,20162,20,,,,
1525,20168,10,,,,
1526,20168,20,,,,
1527,20176,10,,,,
1528,20190,10,,,,
1529,20190,20,,,,
1530,20201,20,0.552762552,,,
1531,20221,10,,,,
1532,20221,11,,,,
1533,20238,10,,,,
1534,20242,10,,,,
1535,20242,40,,,,
1536,20243,10,,,,
1537,20247,10,,,,
1538,20247,20,,,,
1539,20248,10,,,,
1540,20248,40,,,,
1541,20255,10,,,,
1542,20255,40,,,,
1543,20256,10,,,,
1544,20256,40,,,,
1545,20259,10,,,,
1546,20259,20,,,,
1547,20293,40,,,,
1548,20306,10,,,,
1549,20306,20,,,,
1550,20315,20,,,,
1551,20315,30,,,,
1552,20316,10,,,,
1553,20316,20,,,,
1554,20346,10,,,,
1555,20346,20,,,,
1556,20363,10,,,,
1557,20363,40,,,,
1558,20369,10,,,,
1559,20369,20,,,,
1560,20374,10,,,,
1561,20383,10,,,,
1562,20383,40,,,,
1563,20384,10,,,,
1564,20384,40,,,,
1565,20394,10,,,,
1566,20397,10,,,,
1567,20405,10,,,,
1568,20421,10,,,,
1569,20442,10,,,,
1570,20442,20,,,,
1571,20446,10,,,,
1572,20446,20,,,,
1573,20448,20,,,,
1574,20448,30,,,,
1575,20455,20,,,,
1576,20459,10,,,,
1577,20459,20,,,,
1578,20471,10,,,,
1579,20471,40,,,,
1580,20480,10,,,,
1581,20490,10,,,,
1582,20490,11,,,,
1583,20501,10,,,,
1584,20511,10,,,,
1585,20514,10,,,,
1586,20524,10,,,,
1587,20524,20,,,,
1588,20527,10,,,,
1589,20527,40,,,,
1590,20536,20,,,,
1591,20540,20,,,,
1592,20540,30,,,,
1593,20549,10,,,,
1594,20553,10,,,,
1595,20554,10,,,,
1596,20554,20,,,,
1597,20557,10,,,,
1598,20557,11,,,,
1599,20558,10,,,,
1600,20558,20,,,,
1601,20559,20,,,,
1602,20559,30,,,,
1603,20560,10,,,,
1604,20560,20,,,,
1605,20561,10,,,,
1606,20561,40,,,,
1607,20562,10,,,,
1608,20562,20,,,,
1609,20575,10,,,,
1610,20588,20,,,,
1611,20588,30,,,,
1612,20592,10,,,,
1613,20608,10,,,,
1614,20634,10,,,,
1615,20634,40,,,,
1616,20674,10,,,,
1617,20674,11,,,,
1618,20676,10,,,,
1619,20676,40,,,,
1620,20678,10,,,,
1621,20678,40,,,,
1622,20679,10,,,,
1623,20679,40,,,,
1624,20692,10,,,,
1625,20692,20,,,,
1626,20696,10,,,,
1627,20696,20,,,,
1628,20700,10,,,,
1629,20712,20,,,,
1630,20712,30,,,,
1631,20719,10,,,,
1632,20719,20,,,,
1633,20777,10,,,,
1634,20777,40,,,,
1635,20806,10,,,,
1636,20806,40,,,,
1637,20831,10,,,,
1638,20842,10,,,,
1639,20842,20,,,,
1640,20860,10,,,,
1641,20860,20,,,,
1642,20861,10,,,,
1643,20861,20,,,,
1644,20862,10,,,,
1645,20867,10,,,,
1646,20869,10,,,,
1647,20870,10,,,,
1648,20870,20,,,,
1649,20876,10,,,,
1650,20887,10,,,,
1651,20887,40,,,,
1652,20899,10,,,,
1653,20911,20,,,,
1654,20911,30,,,,
1655,20913,40,,,,
1656,20917,10,,,,
1657,20978,10,,,,
1658,21001,10,,,,
1659,21002,10,,,,
1660,21002,40,,,,
1661,21003,10,,,,
1662,21003,20,,,,
1663,21009,20,,,,
1664,21009,30,,,,
1665,21011,10,,,,
1666,21012,20,,,,
1667,21012,30,,,,
1668,21015,10,,,,
1669,21015,20,,,,
1670,21019,10,,,,
1671,21019,20,,,,
1672,21040,20,,,,
1673,21040,30,,,,
1674,21054,10,,,,
1675,21058,10,,,,
1676,21058,20,,,,
1677,21072,10,,,,
1678,21078,10,,,,
1679,21078,40,,,,
1680,21080,10,,,,
1681,21081,10,,,,
1682,21099,10,,,,
1683,21117,10,,,,
1684,21120,10,,,,
1685,21131,20,,,,
1686,21137,20,,,,
1687,21137,30,,,,
1688,21141,10,,,,
1689,21141,20,,,,
1690,21163,10,,,,
1691,21163,20,,,,
1692,21166,10,,,,
1693,21166,20,,,,
1694,21168,40,,,,
1695,21169,10,,,,
1696,21169,40,,,,
1697,21190,10,,,,
1698,21190,40,,,,
1699,21192,10,,,,
1700,21192,40,,,,
1701,21195,10,,,,
1702,21199,10,,,,
1703,21200,10,,,,
1704,21201,10,,,,
1705,21201,20,,,,
1706,21206,10,,,,
1707,21206,20,,,,
1708,21210,10,,,,
1709,21210,20,,,,
1710,21227,10,,,,
1711,21227,20,,,,
1712,21233,10,,,,
1713,21233,20,,,,
1714,21242,10,,,,
1715,21242,40,,,,
1716,21253,10,,,,
1717,21253,40,,,,
1718,21268,10,,,,
1719,21268,20,,,,
1720,21269,10,,,,
1721,21300,20,,,,
1722,21302,10,,,,
1723,21302,11,,,,
1724,21316,20,,,,
1725,21325,10,,,,
1726,21325,20,,,,
1727,21329,10,,,,
1728,21329,40,,,,
1729,21332,10,,,,
1730,21332,20,,,,
1731,21337,20,,,,
1732,21337,30,,,,
1733,21349,10,,,,
1734,21349,20,,,,
1735,21350,10,,,,
1736,21350,40,,,,
1737,21359,10,,,,
1738,21359,20,,,,
1739,21368,10,,,,
1740,21390,10,,,,
1741,21402,20,,,,
1742,21402,30,,,,
1743,21407,10,,,,
1744,21407,20,,,,
1745,21410,10,,,,
1746,21412,10,,,,
1747,21412,20,,,,
1748,21416,10,,,,
1749,21416,11,,,,
1750,21416,40,,,,
1751,21416,41,,,,
1752,21422,10,,,,
1753,21422,40,,,,
1754,21423,20,,,,
1755,21427,10,,,,
1756,21427,20,,,,
1757,21431,10,,,,
1758,21431,40,,,,
1759,21435,20,,,,
1760,21435,30,,,,
1761,21440,10,,,,
1762,21442,10,,,,
1763,21442,20,,,,
1764,21444,10,,,,
1765,21448,10,,,,
1766,21448,20,,,,
1767,21452,10,,,,
1768,21464,10,,,,
1769,21464,20,,,,
1770,21464,21,,,,
1771,21468,10,,,,
1772,21468,20,,,,
1773,21479,10,,,,
1774,21485,20,,,,
1775,21485,30,,,,
1776,21505,10,,,,
1777,21507,10,,,,
1778,21520,10,,,,
1779,21544,10,,,,
1780,21544,11,,,,
1781,21578,10,,,,
1782,21578,11,-0.719006929,,,
1783,21582,10,,,,
1784,21582,20,,,,
1785,21583,10,,,,
1786,21583,20,,,,
1787,21587,10,,,,
1788,21587,40,,,,
1789,21594,10,-0.719006929,,,
1790,21629,10,,,,
1791,21629,40,,,,
1792,21632,10,,,,
1793,21644,10,,,,
1794,21645,10,,,,
1795,21668,20,,,,
1796,21671,10,,,,
1797,21671,20,,,,
1798,21673,10,,,,
1799,21673,20,,,,
1800,21675,20,,,,
1801,21675,30,,,,
1802,21678,10,,,,
1803,21678,20,,,,
1804,21682,10,,,,
1805,21693,10,,,,
1806,21693,11,,,,
1807,21710,20,,,,
1808,21710,30,,,,
1809,21717,10,,,,
1810,21720,10,,,,
1811,21721,20,,,,
1812,21721,30,,,,
1813,21725,10,,,,
1814,21726,20,,,,
1815,21743,10,,,,
1816,21743,11,,,,
1817,21743,40,,,,
1818,21746,10,,,,
1819,21746,20,,,,
1820,21749,10,,,,
1821,21749,40,,,,
1822,21755,20,,,,
1823,21755,30,,,,
1824,21764,20,,,,
1825,21774,10,,,,
1826,21791,20,,,,
1827,21791,30,,,,
1828,21820,10,,,,
1829,21825,10,,,,
1830,21825,20,,,,
1831,21835,10,,,,
1832,21835,20,,,,
1833,21873,10,,,,
1834,21904,10,,,,
1835,21912,20,,,,
1836,21912,30,,,,
1837,21922,20,,,,
1838,21922,30,,,,
1839,21924,10,,,,
1840,21924,40,,,,
1841,21928,10,,,,
1842,21928,20,,,,
1843,21946,40,,,,
1844,21995,10,,,,
1845,21995,20,,,,
1846,21997,10,,,,
1847,21997,40,,,,
1848,22018,10,,,,
1849,22018,20,,,,
1850,22026,10,,,,
1851,22026,20,,,,
1852,22027,30,,,,
1853,22033,30,,,,
1854,22034,10,,,,
1855,22034,20,,,,
1856,22035,10,,,,
1857,22035,40,,,,
1858,22036,10,,,,
1859,22039,40,,,,
1860,22042,10,,,,
1861,22047,20,,,,
1862,22047,30,,,,
1863,22049,10,,,,
1864,22049,20,,,,
1865,22052,10,,,,
1866,22052,11,,,,
1867,22060,10,,,,
1868,22060,20,,,,
1869,22061,10,,,,
1870,22061,20,,,,
1871,22064,10,,,,
1872,22067,10,,,,
1873,22067,11,,,,
1874,22106,20,,,,
1875,22109,20,,,,
1876,22113,10,,,,
1877,22113,40,,,,
1878,22122,10,,,,
1879,22122,40,,,,
1880,22125,10,-0.719006929,,,
1881,22132,10,,,,
1882,22132,20,-0.719006929,,,
1883,22136,10,,,,
1884,22136,20,,,,
1885,22137,10,,,,
1886,22137,20,,,,
1887,22150,10,,,,
1888,22162,40,,,,
1889,22168,10,,,,
1890,22168,20,,,,
1891,22174,10,,,,
1892,22182,40,,,,
1893,22182,10,,,,
1894,22182,11,,,,
1895,22229,10,,,,
1896,22233,10,,,,
1897,22241,10,,,,
1898,22242,10,,,,
1899,22242,20,,,,
1900,22243,10,,,,
1901,22243,20,,,,
1902,22245,10,,,,
1903,22245,20,,,,
1904,22261,10,,,,
1905,22261,20,,,,
1906,22262,10,,,,
1907,22262,20,,,,
1908,22266,10,,,,
1909,22266,20,,,,
1910,22267,10,,,,
1911,22275,10,,,,
1912,22289,10,,,,
1913,22289,20,,,,
1914,22296,10,,,,
1915,22297,10,-0.719006929,,,
1916,22314,10,,,,
1917,22314,20,,,,
1918,22330,10,,,,
1919,22330,20,,,,
1920,22333,10,,,,
1921,22333,20,,,,
1922,22335,20,,,,
1923,22335,30,,,,
1924,22340,10,,,,
1925,22340,20,,,,
1926,22348,10,,,,
1927,22364,10,,,,
1928,22370,10,,,,
1929,22370,20,,,,
1930,22375,30,,,,
1931,22375,40,,,,
1932,22383,10,,,,
1933,22388,20,,,,
1934,22388,30,,,,
1935,22415,10,,,,
1936,22415,40,,,,
1937,22420,10,,,,
1938,22427,10,,,,
1939,22427,11,0.552762552,,,
1940,22429,40,,,,
1941,22439,40,,,,
1942,22439,41,,,,
1943,22450,10,,,,
1944,22450,20,,,,
1945,22454,10,,,,
1946,22457,10,,,,
1947,22470,10,,,,
1948,22482,10,,,,
1949,22492,20,,,,
1950,22492,30,,,,
1951,22499,20,,,,
1952,22499,30,,,,
1953,22506,10,,,,
1954,22506,20,,,,
1955,22515,10,,,,
1956,22515,20,,,,
1957,22516,10,,,,
1958,22522,10,,,,
1959,22522,20,,,,
1960,22523,20,,,,
1961,22523,30,,,,
1962,22532,10,,,,
1963,22532,20,,,,
1964,22544,10,,,,
1965,22544,20,,,,
1966,22545,10,,,,
1967,22545,40,,,,
1968,22563,20,,,,
1969,22563,21,-0.719006929,,,
1970,22565,10,,,,
1971,22566,10,,,,
1972,22568,10,,,,
1973,22572,10,,,,
1974,22574,10,,,,
1975,22574,20,,,,
1976,22576,20,,,,
1977,22576,30,,,,
1978,22579,10,,,,
1979,22583,10,,,,
1980,22583,20,,,,
1981,22589,10,,,,
1982,22589,40,,,,
1983,22599,10,,,,
1984,22599,20,,,,
1985,22600,10,,,,
1986,22600,40,,,,
1987,22602,40,,,,
1988,22604,10,,,,
1989,22648,30,,,,
1990,22648,31,0.552762552,,,
1991,22659,11,,,,
1992,22665,10,,,,
1993,22674,10,,,,
1994,22693,20,,,,
1995,22726,10,,,,
1996,22731,10,,,,
1997,22731,20,,,,
1998,22738,10,,,,
1999,22738,20,,,,
2000,22741,10,,,,
2001,22762,20,,,,
2002,22764,10,,,,
2003,22764,20,,,,
2004,22784,20,,,,
2005,22784,30,,,,
2006,22789,10,,,,
2007,22795,10,,,,
2008,22798,10,,,,
2009,22825,30,,,,
2010,22825,31,,,,
2011,22837,10,,,,
2012,22837,40,,,,
2013,22841,40,,,,
2014,22841,41,,,,
2015,22860,10,,,,
2016,22860,40,,,,
2017,22861,10,,,,
2018,22861,40,,,,
2019,22879,30,,,,
2020,22893,10,,,,
2021,22893,20,,,,
2022,22906,20,,,,
2023,22911,10,,,,
2024,22911,20,,,,
2025,22912,20,,,,
2026,22912,30,,,,
2027,22930,20,,,,
2028,22936,10,,,,
2029,22936,20,,,,
2030,22938,11,,,,
2031,22954,10,,,,
2032,22965,10,,,,
2033,22965,40,,,,
2034,22965,41,,,,
2035,22970,10,,,,
2036,22973,10,,,,
2037,22974,10,,,,
2038,22979,10,,,,
2039,22984,10,,,,
2040,22984,40,,,,
2041,22985,10,,,,
2042,22985,40,,,,
2043,22999,10,,,,
2044,22999,20,,,,
2045,23014,10,,,,
2046,23015,10,,,,
2047,23021,10,,,,
2048,23028,20,,,,
2049,23028,30,,,,
2050,23034,10,,,,
2051,23039,10,,,,
2052,23039,20,,,,
2053,23042,10,,,,
2054,23042,11,,,,
2055,23049,10,,,,
2056,23067,10,,,,
2057,23067,20,,,,
2058,23074,20,,,,
2059,23074,30,,,,
2060,23087,30,,,,
2061,23105,10,,,,
2062,23105,20,,,,
2063,23107,20,,,,
2064,23107,30,,,,
2065,23108,10,,,,
2066,23108,40,,,,
2067,23112,10,,,,
2068,23119,20,,,,
2069,23119,30,,,,
2070,23140,10,,,,
2071,23160,20,,,,
2072,23164,20,,,,
2073,23183,10,,,,
2074,23183,40,,,,
2075,23186,10,,,,
2076,23186,40,,,,
2077,23197,10,,,,
2078,23199,10,,,,
2079,23199,20,,,,
2080,23201,10,,,,
2081,23201,40,,,,
2082,23212,10,,,,
2083,23212,20,,,,
2084,23245,10,,,,
2085,23245,20,,,,
2086,23254,20,,,,
2087,23254,30,,,,
2088,23258,10,,,,
2089,23258,20,,,,
2090,23264,10,,,,
2091,23283,10,,,,
2092,23294,20,,,,
2093,23294,30,,,,
2094,23303,20,,,,
2095,23319,10,,,,
2096,23323,10,,,,
2097,23344,10,,,,
2098,23344,20,,,,
2099,23348,10,,,,
2100,23348,40,,,,
2101,23366,10,,,,
2102,23366,20,,,,
2103,23381,10,,,,
2104,23387,10,,,,
2105,23401,10,,,,
2106,23401,40,,,,
2107,23406,10,,,,
2108,23406,20,,,,
2109,23416,10,,,,
2110,23416,11,,,,
2111,23425,10,,,,
2112,23425,20,,,,
2113,23430,10,,,,
2114,23453,10,,,,
2115,23453,40,,,,
2116,23454,20,,,,
2117,23454,30,,,,
2118,23461,20,,,,
2119,23461,30,,,,
2120,23479,20,,,,
2121,23479,30,,,,
2122,23486,10,,,,
2123,23486,11,,,,
2124,23488,10,,,,
2125,23488,20,,,,
2126,23489,10,,,,
2127,23489,20,,,,
2128,23500,10,,,,
2129,23500,40,,,,
2130,23516,10,,,,
2131,23516,20,,,,
2132,23524,20,,,,
2133,23524,30,,,,
2134,23527,20,,,,
2135,23529,10,,,,
2136,23529,20,,,,
2137,23548,10,,,,
2138,23548,20,,,,
2139,23597,10,,,,
2140,23597,20,,,,
2141,23605,20,,,,
2142,23605,30,,,,
2143,23621,10,,,,
2144,23621,20,,,,
2145,23627,20,,,,
2146,23627,30,,,,
2147,23639,10,,,,
2148,23640,10,,,,
2149,23641,10,,,,
2150,23641,40,,,,
2151,23677,10,,,,
2152,23677,11,,,,
2153,23678,20,,,,
2154,23678,30,,,,
2155,23685,20,,,,
2156,23685,30,,,,
2157,23698,10,,,,
2158,23701,20,,,,
2159,23701,30,,,,
2160,23713,20,,,,
2161,23713,30,,,,
2162,23716,10,,,,
2163,23716,11,,,,
2164,23718,10,,,,
2165,23718,11,,,,
2166,23748,10,,,,
2167,23748,20,,,,
2168,23752,10,,,,
2169,23752,11,,,,
2170,23754,20,,,,
2171,23754,30,,,,
2172,23756,10,,,,
2173,23756,40,,,,
2174,23760,10,,,,
2175,23776,10,,,,
2176,23801,10,,,,
2177,23801,11,,,,
2178,23807,20,,,,
2179,23807,30,,,,
2180,23817,10,,,,
2181,23827,10,,,,
2182,23827,40,,,,
2183,23830,10,,,,
2184,23831,10,,,,
2185,23831,40,,,,
2186,23844,10,,,,
2187,23844,40,,,,
2188,23876,10,,,,
2189,23884,10,,,,
2190,23884,40,,,,
2191,23886,10,,,,
2192,23886,20,,,,
2193,23899,10,,,,
2194,23899,20,,,,
2195,23901,10,,,,
2196,23913,10,,,,
2197,23919,10,,,,
2198,23923,20,,,,
2199,23923,30,,,,
2200,23942,10,,,,
2201,23942,11,,,,
2202,23965,20,,,,
2203,23967,10,,,,
2204,23967,40,,,,
2205,23981,10,,,,
2206,23990,11,,,,
2207,24005,10,,,,
2208,24014,10,,,,
2209,24014,40,,,,
2210,24024,10,,,,
2211,24039,10,,,,
2212,24039,20,,,,
2213,24040,10,,,,
2214,24040,11,,,,
2215,24050,20,,,,
2216,24050,30,,,,
2217,24055,10,,,,
2218,24055,40,,,,
2219,24056,10,,,,
2220,24056,20,,,,
2221,24058,10,,,,
2222,24058,11,,,,
2223,24061,10,,,,
2224,24065,10,,,,
2225,24065,40,,,,
2226,24075,10,,,,
2227,24075,12,-0.719006929,,,
2228,24077,10,,,,
2229,24078,10,,,,
2230,24089,20,,,,
2231,24103,10,,,,
2232,24103,20,,,,
2233,24107,10,,,,
2234,24109,10,,,,
2235,24109,40,,,,
2236,24132,10,,,,
2237,24132,20,,,,
2238,24161,10,,,,
2239,24168,10,,,,
2240,24187,10,,,,
2241,24187,20,,,,
2242,24218,10,,,,
2243,24218,40,,,,
2244,24231,10,,,,
2245,24231,20,,,,
2246,24238,10,,,,
2247,24238,20,,,,
2248,24240,10,,,,
2249,24240,20,,,,
2250,24249,20,,,,
2251,24249,30,,,,
2252,24274,10,,,,
2253,24274,40,,,,
2254,24280,30,,,,
2255,24280,40,,,,
2256,24333,10,,,,
2257,24333,40,,,,
2258,24338,20,,,,
2259,24341,10,,,,
2260,24366,11,,,,
2261,24382,10,,,,
2262,24397,10,,,,
2263,24397,40,,,,
2264,24400,20,,,,
2265,24403,20,,,,
2266,24407,10,,,,
2267,24407,11,,,,
2268,24412,40,,,,
2269,24416,10,,,,
2270,24416,20,-0.719006929,,,
2271,24417,10,,,,
2272,24417,20,,,,
2273,24420,10,,,,
2274,24420,20,,,,
2275,24440,10,,,,
2276,24443,10,,,,
2277,24443,40,,,,
2278,24458,20,,,,
2279,24458,30,,,,
2280,24500,20,,,,
2281,24500,30,,,,
2282,24511,10,0.552762552,,,
2283,24524,20,,,,
2284,24524,30,,,,
2285,24528,10,,,,
2286,24528,40,,,,
2287,24539,11,,,,
2288,24539,10,,,,
2289,24548,10,,,,
2290,24551,10,,,,
2291,24555,10,,,,
2292,24555,40,,,,
2293,24563,10,,,,
2294,24577,10,,,,
2295,24577,20,,,,
2296,24582,10,,,,
2297,24582,40,,,,
2298,24597,20,,,,
2299,24650,20,,,,
2300,24650,30,,,,
2301,24684,40,,,,
2302,24684,41,,,,
2303,24684,10,,,,
2304,24684,11,,,,
2305,24697,20,,,,
2306,24697,30,,,,
2307,24734,10,,,,
2308,24741,10,-0.719006929,,,
2309,24741,11,0.552762552,,,
2310,24753,20,,,,
2311,24753,30,,,,
2312,24769,10,,,,
2313,24769,20,,,,
2314,24838,10,,,,
2315,24838,40,,,,
2316,24843,10,,,,
2317,24843,40,,,,
2318,24880,10,,,,
2319,24880,20,,,,
2320,24884,20,,,,
2321,24896,10,,,,
2322,24897,10,,,,
2323,24902,10,,,,
2324,24902,20,,,,
2325,24902,21,,,,
2326,24956,20,,,,
2327,24956,30,,,,
2328,24968,10,,,,
2329,24977,10,,,,
2330,24977,20,,,,
2331,24978,10,,,,
2332,24978,20,,,,
2333,24988,40,,,,
2334,25029,10,,,,
2335,25029,40,,,,
2336,25043,10,,,,
2337,25043,40,,,,
2338,25081,10,,,,
2339,25081,20,,,,
2340,25087,10,,,,
2341,25087,20,,,,
2342,25092,10,,,,
2343,25097,10,,,,
2344,25097,40,,,,
2345,25102,10,,,,
2346,25102,40,,,,
2347,25104,10,,,,
2348,25119,10,,,,
2349,25181,20,,,,
2350,25203,10,,,,
2351,25203,20,,,,
2352,25206,10,,,,
2353,25217,10,,,,
2354,25220,10,,,,
2355,25234,10,,,,
2356,25234,40,,,,
2357,25237,10,,,,
2358,25245,10,,,,
2359,25253,10,,,,
2360,25253,20,,,,
2361,25264,10,,,,
2362,25281,10,,,,
2363,25281,20,,,,
2364,25312,40,,,,
2365,25343,10,,,,
2366,25344,20,,,,
2367,25344,30,,,,
2368,25361,10,,,,
2369,25361,20,,,,
2370,25375,10,,,,
2371,25383,10,,,,
2372,25383,40,,,,
2373,25391,10,,,,
2374,25399,10,,,,
2375,25399,40,,,,
2376,25400,10,,,,
2377,25411,10,,,,
