,HHID,PN,V47_x,V47_y,W103,E374,F686,G757,HX060_R,JX060_R,KX060_R,LX060_R
12191,086163,020,-1.0,-1.0,-1.0,-1.0,,,,,,
12192,086167,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12193,086184,010,1.0,1.0,1.0,1.0,1.0,,,,,
12194,086192,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12195,086203,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12196,086206,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12197,086217,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12198,086217,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12199,086221,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
12200,086221,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12201,086231,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12202,086231,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12203,086243,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
12204,086243,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
12205,086245,020,-1.0,-1.0,-1.0,,,,,,,
12206,086245,030,1.0,1.0,1.0,,,,,,,
12207,086255,020,-1.0,-1.0,-1.0,,,,,,,
12208,086255,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
12209,086257,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12210,086257,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12211,086261,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12212,086263,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
12213,086263,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
12214,086269,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12215,086269,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12216,086286,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
12217,086286,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
12218,086289,010,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,
12219,086293,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12220,086295,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
12221,086303,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12222,086307,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12223,086307,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12224,086314,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12225,086316,010,-1.0,-1.0,-1.0,,,-1.0,,,,
12226,086321,010,1.0,1.0,1.0,1.0,1.0,1.0,,,,
12227,086321,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12228,086324,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12229,086329,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12230,086329,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12231,086343,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,
12232,086343,020,1.0,1.0,1.0,1.0,1.0,1.0,,,,
12233,086345,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12234,086345,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12235,086349,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
12236,086349,020,-1.0,-1.0,-1.0,,,,,,,
12237,086354,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12238,086359,010,-1.0,-1.0,,,,,,,,
12239,086359,040,1.0,1.0,,,,,,,,
12240,086364,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12241,086365,010,-1.0,-1.0,-1.0,,,,,,,
12242,086366,010,1.0,1.0,1.0,1.0,1.0,1.0,,,,
12243,086368,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
12244,086421,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12245,086421,040,-1.0,-1.0,-1.0,,-1.0,-1.0,,-1.0,-1.0,
12246,086424,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12247,086424,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12248,086450,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
12249,086450,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
12250,086454,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12251,086454,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12252,086457,010,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
12253,086457,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12254,086473,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12255,086473,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12256,086480,010,-1.0,-1.0,-1.0,,,,,,,
12257,086486,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12258,086486,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12259,086496,010,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,
12260,086496,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
12261,086506,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12262,086506,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12263,086508,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12264,086517,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12265,086517,030,1.0,1.0,1.0,1.0,1.0,,,,,
12266,086526,020,-1.0,-1.0,-1.0,-1.0,,,,,,
12267,086526,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12268,086537,020,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,
12269,086537,030,1.0,1.0,1.0,1.0,1.0,,,,,
12270,086545,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12271,086545,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12272,086553,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12273,086553,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12274,086560,010,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
12275,086560,040,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0
12276,086585,010,1.0,1.0,1.0,1.0,,1.0,1.0,,,
12277,086592,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12278,086592,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12279,086607,020,1.0,1.0,1.0,,,,,,,
12280,086607,030,-1.0,-1.0,-1.0,,-1.0,-1.0,,-1.0,-1.0,-1.0
12281,086609,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12282,086609,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12283,086614,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12284,086614,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12285,086616,010,1.0,1.0,1.0,,,,1.0,,1.0,
12286,086617,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12287,086617,040,1.0,1.0,1.0,1.0,1.0,1.0,,,,
12288,086621,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12289,086621,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12290,086626,010,1.0,1.0,1.0,1.0,,,,,,
12291,086626,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12292,086628,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12293,086628,030,1.0,1.0,1.0,,,,,,,
12294,086632,010,1.0,1.0,1.0,1.0,,,,,,
12295,086632,020,-1.0,-1.0,-1.0,-1.0,,,,,,
12296,086647,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12297,086647,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12298,086648,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12299,086648,030,1.0,1.0,1.0,1.0,1.0,1.0,,,,
12300,086653,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12301,086655,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
12302,086656,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12303,086661,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12304,086661,030,1.0,1.0,1.0,1.0,1.0,1.0,,,,
12305,086674,010,1.0,1.0,1.0,1.0,,,,,,
12306,086674,020,-1.0,-1.0,-1.0,-1.0,,,,,,
12307,086704,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12308,086724,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12309,086724,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12310,086735,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,
12311,086735,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12312,086746,010,-1.0,-1.0,-1.0,-1.0,,,,,,
12313,086769,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12314,086769,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12315,086777,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12316,086777,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12317,086780,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
12318,086780,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12319,086783,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12320,086786,010,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,
12321,086788,010,-1.0,-1.0,-1.0,-1.0,,,,,,
12322,086788,020,1.0,1.0,1.0,1.0,,,,,,
12323,086797,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12324,086797,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12325,086808,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12326,086808,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12327,086812,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12328,086820,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
12329,086820,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0
12330,086821,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12331,086821,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12332,086830,010,-1.0,-1.0,,,,,,,,
12333,086830,040,1.0,1.0,,,,,,,,
12334,086836,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12335,086875,020,-1.0,-1.0,-1.0,,,,,,,
12336,086875,030,1.0,1.0,1.0,1.0,,,,,,
12337,086879,010,1.0,1.0,1.0,1.0,,,,,,
12338,086882,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12339,086882,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12340,086883,010,1.0,1.0,1.0,1.0,,,,,,
12341,086883,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12342,086893,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12343,086893,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12344,086894,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12345,086894,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12346,086896,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12347,086901,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12348,086901,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12349,086903,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12350,086903,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12351,086921,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12352,086921,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12353,086922,010,1.0,1.0,1.0,,,,,,,
12354,086922,020,-1.0,-1.0,-1.0,,,,,,,
12355,086923,010,1.0,1.0,1.0,,,,,,,
12356,086923,020,-1.0,-1.0,-1.0,,,,,,,
12357,086936,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12358,086936,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12359,086986,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12360,086986,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12361,086990,020,1.0,1.0,1.0,1.0,1.0,1.0,,,,
12362,086990,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12363,086993,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
12364,086993,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0
12365,086996,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12366,086996,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12367,086999,010,1.0,1.0,1.0,1.0,1.0,1.0,,,,
12368,087004,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12369,087032,020,-1.0,-1.0,,,,,,,,
12370,087032,030,1.0,1.0,,,,,,,,
12371,087041,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12372,087041,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12373,087044,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12374,087044,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12375,087061,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12376,087064,010,1.0,1.0,1.0,,,,,,,
12377,087064,020,-1.0,-1.0,-1.0,,,,,,,
12378,087066,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12379,087066,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12380,087079,010,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0
12381,087079,020,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
12382,087095,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12383,087095,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12384,087114,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,-1.0
12385,087114,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12386,087116,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12387,087116,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
12388,087133,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
12389,087153,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12390,087153,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12391,087167,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12392,087167,020,-1.0,-1.0,-1.0,,,,,,,
12393,087180,010,1.0,1.0,1.0,,,,,,,
12394,087200,010,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0
12395,087200,020,-1.0,-1.0,-1.0,-1.0,-1.0,,,-1.0,-1.0,-1.0
12396,087246,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12397,087246,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12398,087247,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12399,087247,020,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,
12400,087250,010,-1.0,-1.0,-1.0,,,,,,,
12401,087250,020,1.0,1.0,1.0,,,,,,,
12402,087256,030,1.0,1.0,1.0,,,,,,,
12403,087257,020,1.0,1.0,1.0,1.0,,,,,,
12404,087257,030,-1.0,-1.0,-1.0,-1.0,,,,,,
12405,087278,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12406,087278,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12407,087281,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
12408,087281,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
12409,087287,010,1.0,1.0,1.0,,,,1.0,1.0,,1.0
12410,087287,020,-1.0,-1.0,-1.0,,,,-1.0,,,-1.0
12411,087295,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12412,087297,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
12413,087297,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12414,087314,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12415,087344,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
12416,087361,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12417,087361,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12418,087363,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12419,087363,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12420,087372,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12421,087372,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12422,087378,010,-1.0,-1.0,-1.0,,,,,,,
12423,087378,040,1.0,1.0,1.0,,,,,,,
12424,087382,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
12425,087394,010,1.0,1.0,1.0,1.0,,,,,,
12426,087401,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12427,087401,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12428,087402,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12429,087402,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12430,087422,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12431,087422,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12432,087442,020,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,
12433,087442,030,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0,,
12434,087447,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12435,087447,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12436,087463,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12437,087463,020,1.0,1.0,1.0,1.0,1.0,,,,,
12438,087465,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12439,087465,040,1.0,1.0,1.0,1.0,1.0,1.0,,,,
12440,087469,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12441,087469,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12442,087470,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12443,087478,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,
12444,087483,010,1.0,1.0,1.0,1.0,1.0,,,,,
12445,087483,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12446,087495,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
12447,087495,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12448,087497,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12449,087497,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
12450,087520,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12451,087520,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12452,087521,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12453,087521,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12454,087542,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12455,087542,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12456,087549,010,1.0,1.0,1.0,,,,,,,
12457,087549,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12458,087555,020,1.0,1.0,1.0,1.0,,,1.0,,,1.0
12459,087555,030,-1.0,-1.0,-1.0,-1.0,,,-1.0,,,-1.0
12460,087578,020,1.0,1.0,1.0,1.0,,,,,,
12461,087578,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12462,087587,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12463,087587,020,1.0,1.0,1.0,1.0,1.0,,,,,
12464,087603,010,-1.0,-1.0,-1.0,,,,,,,
12465,087609,010,1.0,1.0,1.0,,,,,,,
12466,087609,020,-1.0,-1.0,-1.0,,,,,,,
12467,087610,010,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,-1.0,-1.0
12468,087610,040,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0
12469,087614,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12470,087614,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
12471,087619,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12472,087619,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12473,087620,010,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,
12474,087620,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
12475,087623,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
12476,087623,020,-1.0,-1.0,-1.0,,,,,,,
12477,087631,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12478,087631,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12479,087641,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12480,087641,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12481,087647,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12482,087647,030,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,
12483,087648,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12484,087648,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12485,087650,010,1.0,1.0,1.0,,,,,,,
12486,087650,020,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0
12487,087659,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12488,087659,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12489,087665,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12490,087677,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
