,HHID,PN,JJ005M1,KJ005M1,HJ005M1,G3365M1,F3115M1,E2611M1
398,012979,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
399,012979,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
400,012985,040,-1.0,,-1.0,-1.0,-1.0,-1.0
401,012987,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
402,012987,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
403,013062,010,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
404,013063,010,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
405,013137,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
406,013137,021,-1.0,-1.0,-1.0,-1.0,,
407,013140,010,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
408,013140,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
409,013142,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
410,013142,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
411,013158,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
412,013176,010,-1.0,,-1.0,-1.0,-1.0,-1.0
413,013176,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
414,013189,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
415,013189,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
416,013194,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
417,013194,011,-1.0,,-1.0,-1.0,,
418,013208,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
419,013208,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
420,013211,010,-1.0,-1.0,-1.0,-1.0,-1.0,
421,013211,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
422,013212,010,-1.0,-1.0,-1.0,-1.0,,-1.0
423,013216,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
424,013231,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
425,013231,020,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
426,013238,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
427,013242,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
428,013257,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
429,013286,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
430,013286,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
431,013296,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
432,013305,020,-1.0,,-1.0,-1.0,-1.0,-1.0
433,013305,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
434,013317,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
435,013317,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
436,013318,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
437,013318,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
438,013344,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
439,013344,040,-1.0,-1.0,,-1.0,-1.0,-1.0
440,013371,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
441,013376,010,-1.0,-1.0,-1.0,,-1.0,-1.0
442,013376,020,-1.0,-1.0,-1.0,,-1.0,
443,013387,040,-1.0,-1.0,-1.0,,,
444,013390,020,-1.0,-1.0,-1.0,,,
445,013390,021,-1.0,-1.0,-1.0,,,
446,013392,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
447,013399,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
448,013418,010,-1.0,-1.0,,,,-1.0
449,013433,030,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
450,013465,010,-1.0,-1.0,-1.0,,-1.0,-1.0
451,013465,040,-1.0,-1.0,-1.0,,-1.0,-1.0
452,013518,010,-1.0,,-1.0,-1.0,,-1.0
453,013518,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
454,013527,020,-1.0,-1.0,-1.0,1.0,1.0,1.0
455,013547,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
456,013547,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
457,013552,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
458,013552,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
459,013560,010,-1.0,,,-1.0,-1.0,
460,013561,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
461,013561,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
462,013573,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
463,013573,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
464,013583,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
465,013583,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
466,013590,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
467,013590,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
468,013595,011,-1.0,-1.0,-1.0,-1.0,-1.0,
469,013598,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
470,013598,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
471,013600,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
472,013600,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
473,013601,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
474,013612,010,-1.0,-1.0,1.0,-1.0,-1.0,1.0
475,013631,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
476,013631,020,-1.0,,-1.0,-1.0,-1.0,-1.0
477,013635,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
478,013635,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
479,013637,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
480,013637,040,-1.0,-1.0,-1.0,-1.0,,
481,013656,010,-1.0,,-1.0,-1.0,-1.0,-1.0
482,013656,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
483,013671,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
484,013671,020,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
485,013678,010,-1.0,,-1.0,-1.0,-1.0,-1.0
486,013678,040,-1.0,,-1.0,-1.0,-1.0,1.0
487,013699,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
488,013699,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
489,013734,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
490,013734,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
491,013738,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
492,013738,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
493,013753,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
494,013753,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
495,013757,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
496,013772,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
497,013772,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
498,013784,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
499,013784,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
500,013794,020,-1.0,,-1.0,-1.0,,-1.0
501,013802,020,-1.0,-1.0,-1.0,-1.0,-1.0,
502,013808,010,-1.0,,-1.0,-1.0,,-1.0
503,013813,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
504,013814,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
505,013814,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
506,013815,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
507,013816,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
508,013816,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
509,013817,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
510,013817,011,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
511,013817,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
512,013817,041,-1.0,-1.0,-1.0,-1.0,-1.0,
513,013820,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
514,013820,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
515,013857,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
516,013857,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
517,013858,020,-1.0,-1.0,-1.0,-1.0,-1.0,
518,013858,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
519,013894,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
520,013897,010,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
521,013899,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
522,013899,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
523,013899,041,-1.0,-1.0,,,,
524,013902,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
525,013902,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
526,013912,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
527,013912,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528,013915,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
529,013915,011,-1.0,-1.0,-1.0,-1.0,-1.0,
530,013916,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
531,013916,040,-1.0,-1.0,-1.0,1.0,-1.0,1.0
532,013965,010,-1.0,-1.0,,-1.0,-1.0,-1.0
533,013965,020,-1.0,-1.0,,-1.0,-1.0,-1.0
534,013974,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
535,014008,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
536,014024,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
537,014024,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
538,014028,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
539,014028,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
540,014033,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
541,014036,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
542,014036,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
543,014043,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
544,014043,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
545,014063,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
546,014063,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
547,014069,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
548,014069,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
549,014072,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
550,014072,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
551,014080,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
552,014080,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
553,014081,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
554,014081,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
555,014085,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
556,014092,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
557,014092,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
558,014098,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
559,014104,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
560,014104,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
561,014115,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
562,014121,010,-1.0,,-1.0,-1.0,-1.0,-1.0
563,014129,020,-1.0,,-1.0,,-1.0,-1.0
564,014136,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
565,014136,040,-1.0,-1.0,-1.0,-1.0,-1.0,
566,014137,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
567,014137,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
568,014147,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
569,014147,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
570,014149,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
571,014149,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
572,014157,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
573,014157,040,-1.0,-1.0,-1.0,-1.0,,-1.0
574,014159,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
575,014167,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
576,014167,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
577,014179,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
578,014179,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
579,014188,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
580,014188,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
581,014202,010,-1.0,-1.0,,,,
582,014212,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
583,014212,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
584,014214,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
585,014215,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
586,014223,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
587,014224,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
588,014224,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
589,014234,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
590,014234,011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
591,014234,041,-1.0,-1.0,-1.0,,,
592,014244,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
593,014244,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
594,014247,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
595,014247,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
596,014251,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
597,014252,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
598,014259,020,-1.0,-1.0,-1.0,-1.0,,
599,014259,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
600,014270,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
601,014270,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
602,014272,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
603,014272,011,-1.0,-1.0,-1.0,-1.0,,
604,014275,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
605,014275,020,-1.0,,-1.0,-1.0,,-1.0
606,014307,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
607,014332,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
608,014341,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
609,014349,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
610,014349,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
611,014359,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
612,014359,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
613,014397,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
614,014397,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
615,014411,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
616,014420,010,-1.0,-1.0,-1.0,-1.0,-1.0,
617,014420,020,-1.0,-1.0,-1.0,-1.0,-1.0,
618,014427,010,-1.0,-1.0,,,,-1.0
619,014427,040,-1.0,,,-1.0,-1.0,-1.0
620,014428,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
621,014430,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
622,014430,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
623,014434,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
624,014434,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
625,014436,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
626,014449,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
627,014449,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
628,014455,010,-1.0,,-1.0,-1.0,-1.0,-1.0
629,014455,011,1.0,-1.0,-1.0,-1.0,,
630,014456,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
631,014456,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
632,014458,030,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
633,014458,031,-1.0,-1.0,-1.0,-1.0,-1.0,
634,014535,010,-1.0,-1.0,-1.0,-1.0,-1.0,
635,014535,011,-1.0,-1.0,-1.0,,-1.0,
636,014553,010,-1.0,-1.0,-1.0,,-1.0,-1.0
637,014568,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
638,014568,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
639,014587,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
640,014587,011,-1.0,-1.0,,,,
641,014605,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
642,014605,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
643,014617,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
644,014617,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
645,014618,010,-1.0,,-1.0,-1.0,-1.0,-1.0
646,014619,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
647,014619,021,-1.0,-1.0,-1.0,-1.0,,
648,014624,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
649,014624,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
650,014640,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
651,014655,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
652,014670,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
653,014674,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
654,014701,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
655,014711,010,1.0,-1.0,1.0,-1.0,-1.0,-1.0
656,014711,011,-1.0,-1.0,,,-1.0,
657,014711,012,-1.0,-1.0,-1.0,-1.0,,
658,014726,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
659,014726,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
660,014736,010,-1.0,-1.0,-1.0,-1.0,-1.0,
661,014746,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
662,014754,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
663,014756,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
664,014756,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
665,014758,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
666,014758,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
667,014782,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
668,014787,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
669,014830,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
670,014830,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
671,014844,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
672,014852,010,-1.0,,-1.0,-1.0,-1.0,-1.0
673,014852,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
674,014869,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
675,014869,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
676,014872,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
677,014872,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
678,014955,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
679,014955,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
680,014959,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
681,014959,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
682,014981,010,-1.0,,-1.0,-1.0,-1.0,-1.0
683,014992,010,-1.0,,-1.0,-1.0,-1.0,-1.0
684,014996,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
685,015000,010,-1.0,-1.0,-1.0,-1.0,-1.0,
686,015000,011,-1.0,-1.0,-1.0,-1.0,-1.0,
687,015015,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
688,015023,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
689,015023,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
690,015048,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
691,015056,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
692,015056,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
693,015080,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
694,015129,010,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
695,015140,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
696,015140,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
697,015148,010,-1.0,-1.0,-1.0,,-1.0,1.0
698,015159,010,-1.0,-1.0,,,-1.0,-1.0
699,015172,010,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
700,015172,020,-1.0,-1.0,-1.0,-1.0,-1.0,
701,015189,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
702,015189,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
703,015204,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
704,015204,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
705,015209,010,-1.0,-1.0,-1.0,-1.0,,
706,015216,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
707,015225,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
708,015225,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
709,015230,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
710,015230,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
711,015236,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
712,015236,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
713,015239,010,-1.0,,-1.0,-1.0,-1.0,
714,015257,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
715,015268,020,-1.0,-1.0,-1.0,-1.0,-1.0,
716,015293,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
717,015294,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
718,015304,020,-1.0,-1.0,,-1.0,,-1.0
719,015304,030,-1.0,-1.0,,-1.0,,-1.0
720,015332,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
721,015339,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
722,015341,040,-1.0,-1.0,-1.0,-1.0,,-1.0
723,015344,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
724,015344,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
725,015346,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
726,015346,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
727,015358,020,-1.0,,-1.0,-1.0,-1.0,-1.0
728,015372,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
729,015419,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
730,015429,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
731,015436,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
732,015436,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
733,015440,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
734,015440,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
735,015445,010,-1.0,-1.0,-1.0,-1.0,-1.0,
736,015445,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
737,015447,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
738,015447,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
739,015469,010,-1.0,-1.0,-1.0,,,
740,015497,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
741,015497,040,-1.0,-1.0,-1.0,-1.0,-1.0,
742,015511,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
743,015511,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
744,015514,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
745,015514,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
746,015516,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
747,015516,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
748,015536,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
749,015536,011,-1.0,-1.0,-1.0,,,
750,015537,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
751,015537,011,-1.0,,-1.0,-1.0,-1.0,
752,015543,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
753,015543,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
754,015551,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
755,015551,020,-1.0,-1.0,,-1.0,-1.0,-1.0
756,015560,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
757,015570,040,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
758,015581,010,-1.0,,-1.0,,,
759,015588,040,-1.0,-1.0,-1.0,-1.0,-1.0,
760,015591,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
761,015591,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
762,015593,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
763,015593,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
764,015625,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
765,015625,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
766,015636,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
767,015648,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
768,015648,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
769,015657,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
770,015658,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
771,015659,010,-1.0,,-1.0,-1.0,-1.0,-1.0
772,015659,040,-1.0,,,,,
773,015676,010,-1.0,-1.0,-1.0,-1.0,-1.0,
774,015676,040,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
775,015698,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
776,015698,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
777,015709,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
778,015709,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
779,015726,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
780,015726,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
781,015730,030,-1.0,-1.0,-1.0,-1.0,,
782,015730,031,-1.0,,-1.0,-1.0,,
783,015734,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
784,015739,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
785,015739,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
786,015752,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
787,015752,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
788,015758,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
789,015776,010,-1.0,-1.0,-1.0,,,-1.0
790,015776,020,-1.0,-1.0,-1.0,,,
791,015779,010,-1.0,-1.0,-1.0,-1.0,-1.0,
