,HHID,PN,JJ005M1,KJ005M1,HJ005M1,G3365M1,F3115M1,E2611M1
10966,158252,010,-1.0,-1.0,-1.0,-1.0,-1.0,
10967,158252,020,-1.0,-1.0,-1.0,-1.0,-1.0,
10968,158407,010,-1.0,-1.0,-1.0,-1.0,-1.0,
10969,158427,010,-1.0,-1.0,-1.0,-1.0,1.0,
10970,158427,020,-1.0,-1.0,-1.0,-1.0,-1.0,
10971,158442,010,-1.0,-1.0,-1.0,-1.0,-1.0,
10972,158442,020,-1.0,-1.0,-1.0,-1.0,-1.0,
10973,158462,010,-1.0,-1.0,-1.0,-1.0,-1.0,
10974,158462,020,-1.0,-1.0,-1.0,-1.0,-1.0,
10975,158488,010,-1.0,-1.0,-1.0,-1.0,-1.0,
10976,158488,020,-1.0,,-1.0,-1.0,,
10977,158546,010,-1.0,-1.0,-1.0,-1.0,-1.0,
10978,158662,010,-1.0,-1.0,-1.0,-1.0,-1.0,
10979,158662,020,-1.0,-1.0,-1.0,-1.0,-1.0,
10980,158677,010,-1.0,-1.0,-1.0,-1.0,-1.0,
10981,158720,010,-1.0,-1.0,-1.0,-1.0,-1.0,
10982,158814,010,-1.0,,-1.0,-1.0,-1.0,
10983,158851,010,-1.0,-1.0,-1.0,-1.0,-1.0,
10984,158859,010,-1.0,-1.0,-1.0,-1.0,-1.0,
10985,158937,010,-1.0,-1.0,-1.0,-1.0,-1.0,
10986,158937,011,-1.0,-1.0,-1.0,,,
10987,158987,010,-1.0,-1.0,-1.0,-1.0,-1.0,
10988,159013,010,-1.0,-1.0,-1.0,-1.0,-1.0,
10989,159075,010,-1.0,-1.0,-1.0,-1.0,-1.0,
10990,159117,010,-1.0,-1.0,-1.0,-1.0,-1.0,
10991,159117,020,-1.0,-1.0,,-1.0,-1.0,
10992,159188,020,-1.0,-1.0,-1.0,-1.0,-1.0,
10993,159238,010,-1.0,-1.0,-1.0,-1.0,-1.0,
10994,159299,010,-1.0,-1.0,-1.0,-1.0,-1.0,
10995,159299,020,-1.0,-1.0,-1.0,-1.0,-1.0,
10996,159379,010,-1.0,-1.0,-1.0,-1.0,-1.0,
10997,159385,010,-1.0,-1.0,-1.0,-1.0,-1.0,
10998,159409,010,-1.0,-1.0,-1.0,,,
10999,159409,020,-1.0,-1.0,,-1.0,-1.0,
11000,159466,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11001,159568,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11002,159581,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11003,159700,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11004,159714,010,-1.0,,-1.0,-1.0,-1.0,
11005,159750,010,-1.0,-1.0,-1.0,,-1.0,
11006,159868,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11007,159975,010,-1.0,,-1.0,-1.0,-1.0,
11008,159988,010,-1.0,,-1.0,-1.0,-1.0,
11009,159988,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11010,160071,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11011,160091,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11012,160233,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11013,160233,011,-1.0,-1.0,-1.0,-1.0,,
11014,160292,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11015,160292,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11016,160306,010,-1.0,,-1.0,-1.0,-1.0,
11017,160306,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11018,160348,010,-1.0,-1.0,1.0,-1.0,-1.0,
11019,160348,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11020,160352,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11021,160361,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11022,160361,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11023,160423,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11024,160423,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11025,160505,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11026,160505,020,1.0,-1.0,-1.0,-1.0,-1.0,
11027,160618,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11028,160618,020,-1.0,-1.0,-1.0,-1.0,1.0,
11029,160654,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11030,160654,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11031,160659,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11032,160674,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11033,160674,020,-1.0,-1.0,-1.0,-1.0,1.0,
11034,160750,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11035,160750,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11036,160801,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11037,160834,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11038,160834,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11039,160853,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11040,160853,020,-1.0,,-1.0,-1.0,-1.0,
11041,160899,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11042,161008,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11043,161008,020,-1.0,-1.0,-1.0,-1.0,1.0,
11044,161038,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11045,161038,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11046,161081,020,-1.0,,-1.0,-1.0,-1.0,
11047,161138,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11048,161139,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11049,161139,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11050,161156,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11051,161156,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11052,161196,010,1.0,-1.0,,-1.0,-1.0,
11053,161196,020,-1.0,-1.0,,-1.0,-1.0,
11054,161323,010,-1.0,-1.0,-1.0,-1.0,1.0,
11055,161323,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11056,161388,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11057,161388,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11058,162284,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11059,162284,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11060,162687,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11061,162689,010,-1.0,,-1.0,-1.0,-1.0,
11062,162689,020,-1.0,,-1.0,-1.0,-1.0,
11063,163041,010,-1.0,-1.0,-1.0,,-1.0,
11064,163041,020,-1.0,-1.0,-1.0,,-1.0,
11065,163088,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11066,163088,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11067,163394,020,-1.0,-1.0,-1.0,-1.0,,
11068,163574,010,-1.0,-1.0,-1.0,1.0,-1.0,
11069,163574,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11070,163749,010,-1.0,-1.0,-1.0,-1.0,1.0,
11071,163749,020,1.0,-1.0,-1.0,-1.0,-1.0,
11072,164374,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11073,164374,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11074,164516,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11075,164882,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11076,164882,020,-1.0,,-1.0,-1.0,-1.0,
11077,164888,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11078,164888,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11079,164907,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11080,164926,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11081,164974,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11082,164974,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11083,165019,010,-1.0,-1.0,-1.0,,-1.0,
11084,165211,010,1.0,-1.0,-1.0,-1.0,-1.0,
11085,165211,020,-1.0,1.0,-1.0,-1.0,1.0,
11086,165702,010,1.0,-1.0,1.0,1.0,-1.0,
11087,165823,010,-1.0,-1.0,-1.0,1.0,-1.0,
11088,165823,020,-1.0,-1.0,-1.0,1.0,-1.0,
11089,165914,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11090,165914,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11091,166049,010,-1.0,,-1.0,-1.0,-1.0,
11092,166049,020,-1.0,,-1.0,-1.0,-1.0,
11093,171024,010,1.0,-1.0,-1.0,-1.0,-1.0,
11094,171024,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11095,171033,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11096,171033,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11097,171275,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11098,171315,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11099,171331,010,-1.0,-1.0,,1.0,-1.0,
11100,171462,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11101,171462,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11102,171474,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11103,171492,010,-1.0,,-1.0,-1.0,-1.0,
11104,171492,020,-1.0,,-1.0,-1.0,,
11105,171503,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11106,171503,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11107,171504,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11108,171504,020,-1.0,,-1.0,,,
11109,171524,010,-1.0,-1.0,,,-1.0,
11110,171610,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11111,171635,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11112,171635,020,-1.0,,-1.0,-1.0,-1.0,
11113,171707,010,-1.0,-1.0,,-1.0,-1.0,
11114,171707,020,-1.0,-1.0,,1.0,-1.0,
11115,171749,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11116,171749,020,-1.0,,-1.0,-1.0,,
11117,171819,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11118,171835,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11119,171835,011,-1.0,-1.0,-1.0,-1.0,,
11120,171839,010,-1.0,-1.0,-1.0,,-1.0,
11121,171851,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11122,171942,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11123,171942,020,-1.0,-1.0,-1.0,,,
11124,171952,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11125,171952,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11126,171981,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11127,172013,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11128,172013,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11129,172020,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11130,172020,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11131,172077,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11132,172077,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11133,172150,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11134,172150,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11135,172390,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11136,172390,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11137,172554,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11138,172554,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11139,172611,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11140,172611,020,-1.0,-1.0,-1.0,,-1.0,
11141,172611,021,-1.0,-1.0,-1.0,,,
11142,172749,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11143,172856,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11144,172868,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11145,173051,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11146,173051,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11147,173122,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11148,173122,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11149,173136,010,-1.0,-1.0,,,-1.0,
11150,173136,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11151,173152,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11152,173152,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11153,173156,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11154,173156,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11155,173158,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11156,173158,020,-1.0,-1.0,-1.0,-1.0,,
11157,173161,010,1.0,1.0,1.0,-1.0,1.0,
11158,173161,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11159,173194,010,-1.0,,-1.0,-1.0,-1.0,
11160,173350,010,-1.0,,-1.0,-1.0,-1.0,
11161,173451,010,-1.0,,-1.0,-1.0,-1.0,
11162,173451,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11163,173599,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11164,173659,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11165,173675,010,-1.0,-1.0,-1.0,,-1.0,
11166,173675,020,-1.0,-1.0,-1.0,,,
11167,173680,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11168,173680,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11169,173699,010,-1.0,,-1.0,-1.0,-1.0,
11170,173746,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11171,173816,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11172,173816,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11173,173829,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11174,173829,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11175,173839,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11176,173839,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11177,173877,010,-1.0,-1.0,-1.0,-1.0,1.0,
11178,173877,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11179,173893,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11180,173900,010,-1.0,-1.0,1.0,-1.0,-1.0,
11181,173900,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11182,174031,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11183,174042,010,1.0,1.0,-1.0,-1.0,-1.0,
11184,174101,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11185,174101,011,-1.0,-1.0,,,,
11186,174257,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11187,174257,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11188,174268,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11189,174268,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11190,174283,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11191,174283,011,-1.0,-1.0,,,,
11192,174283,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11193,174286,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11194,174300,010,-1.0,,-1.0,-1.0,-1.0,
11195,174300,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11196,174322,010,-1.0,1.0,-1.0,-1.0,-1.0,
11197,174323,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11198,174323,020,-1.0,-1.0,-1.0,-1.0,,
11199,174335,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11200,174335,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11201,174390,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11202,174390,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11203,174431,010,-1.0,-1.0,-1.0,,-1.0,
11204,174490,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11205,174503,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11206,174514,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11207,174516,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11208,174540,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11209,174540,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11210,174588,010,-1.0,-1.0,-1.0,-1.0,,
11211,174588,020,-1.0,-1.0,-1.0,-1.0,,
11212,174662,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11213,174662,011,-1.0,-1.0,,,,
11214,174707,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11215,174707,011,-1.0,-1.0,-1.0,-1.0,,
11216,174863,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11217,174876,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11218,174917,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11219,174971,010,-1.0,-1.0,-1.0,1.0,-1.0,
11220,175393,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11221,175469,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11222,175469,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11223,175551,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11224,175743,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11225,175793,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11226,175869,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11227,175885,010,-1.0,,-1.0,-1.0,-1.0,
11228,175909,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11229,175909,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11230,176002,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11231,176023,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11232,176069,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11233,176069,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11234,176075,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11235,176075,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11236,176082,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11237,176082,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11238,176135,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11239,176166,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11240,176166,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11241,176250,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11242,176250,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11243,176330,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11244,176413,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11245,176413,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11246,176431,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11247,176431,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11248,176433,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11249,176433,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11250,176442,010,-1.0,,-1.0,-1.0,-1.0,
11251,176442,020,-1.0,,-1.0,-1.0,-1.0,
11252,176512,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11253,176524,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11254,176524,020,-1.0,-1.0,-1.0,-1.0,,
11255,176542,010,-1.0,,-1.0,-1.0,-1.0,
11256,176555,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11257,176555,011,-1.0,-1.0,-1.0,,,
11258,176610,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11259,176610,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11260,176718,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11261,176718,011,-1.0,-1.0,-1.0,-1.0,,
11262,176730,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11263,176787,010,-1.0,-1.0,1.0,-1.0,-1.0,
11264,176787,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11265,176879,010,-1.0,,-1.0,-1.0,-1.0,
11266,176879,020,-1.0,,-1.0,-1.0,-1.0,
11267,176887,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11268,176887,020,-1.0,-1.0,,-1.0,,
11269,176976,010,-1.0,,-1.0,-1.0,-1.0,
11270,177293,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11271,177293,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11272,177331,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11273,177371,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11274,177445,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11275,177445,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11276,177448,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11277,177448,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11278,177463,010,1.0,1.0,-1.0,-1.0,-1.0,
11279,177463,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11280,177473,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11281,177473,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11282,177541,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11283,177541,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11284,177553,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11285,177553,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11286,177660,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11287,177660,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11288,177662,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11289,177662,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11290,177711,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11291,177711,020,-1.0,-1.0,1.0,-1.0,-1.0,
11292,177715,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11293,177715,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11294,177745,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11295,177745,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11296,177842,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11297,177842,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11298,177848,010,-1.0,-1.0,-1.0,,-1.0,
11299,177848,020,-1.0,,-1.0,,,
11300,177870,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11301,177906,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11302,177929,010,-1.0,-1.0,1.0,-1.0,-1.0,
11303,178095,010,-1.0,1.0,-1.0,-1.0,-1.0,
11304,178095,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11305,178105,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11306,178105,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11307,178194,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11308,178198,010,-1.0,-1.0,1.0,1.0,-1.0,
11309,178198,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11310,178209,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11311,178209,011,-1.0,-1.0,-1.0,,,
11312,178259,010,1.0,-1.0,-1.0,-1.0,1.0,
11313,178259,011,-1.0,-1.0,-1.0,-1.0,,
11314,178307,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11315,178323,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11316,178323,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11317,178359,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11318,178447,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11319,178447,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11320,178452,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11321,178452,020,-1.0,-1.0,-1.0,-1.0,,
11322,178454,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11323,178454,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11324,178466,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11325,178511,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11326,178511,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11327,178602,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11328,178602,020,-1.0,-1.0,-1.0,-1.0,1.0,
11329,178618,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11330,178640,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11331,178770,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11332,178773,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11333,178773,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11334,178823,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11335,178865,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11336,178876,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11337,178876,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11338,178905,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11339,178921,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11340,178976,010,-1.0,-1.0,-1.0,-1.0,1.0,
11341,178980,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11342,178980,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11343,179009,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11344,179165,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11345,179282,010,-1.0,,-1.0,-1.0,-1.0,
11346,179298,010,-1.0,-1.0,-1.0,,-1.0,
11347,179304,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11348,179304,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11349,179356,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11350,179396,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11351,179396,020,-1.0,-1.0,-1.0,-1.0,1.0,
11352,179418,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11353,179453,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11354,179499,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11355,179499,020,-1.0,-1.0,,-1.0,-1.0,
11356,179512,010,-1.0,,-1.0,-1.0,-1.0,
11357,179512,020,1.0,,1.0,-1.0,1.0,
11358,179518,010,-1.0,,-1.0,-1.0,-1.0,
11359,179627,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11360,179627,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11361,179767,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11362,179767,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11363,179842,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11364,179842,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11365,179885,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11366,179885,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11367,179898,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11368,179898,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11369,179938,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11370,179938,020,-1.0,-1.0,-1.0,-1.0,,
11371,180170,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11372,180170,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11373,180183,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11374,180183,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11375,180189,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11376,180226,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11377,180226,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11378,180319,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11379,180356,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11380,180356,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11381,180361,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11382,180361,020,-1.0,-1.0,1.0,-1.0,-1.0,
11383,180416,010,-1.0,-1.0,1.0,-1.0,-1.0,
11384,180416,020,-1.0,-1.0,-1.0,-1.0,-1.0,
11385,180656,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11386,180656,020,-1.0,-1.0,-1.0,-1.0,,
11387,180659,010,-1.0,-1.0,-1.0,-1.0,-1.0,
11388,180659,020,-1.0,-1.0,-1.0,-1.0,-1.0,
