,HHID,PN,F995_x,F995_y,G1082,HB022,JB022,KB022,LB022
22601,020201,010,,,,,-1.0,,
22602,020293,041,,,,,-1.0,,
22603,020876,011,,,,,1.0,,
22604,022757,041,,,,,-1.0,,
22605,023967,011,,,,,-1.0,,
22606,025391,011,,,,,-1.0,,
22607,025400,011,,,,,-1.0,,
22608,030212,010,,,,,1.0,,
22609,030406,040,,,,,1.0,,
22610,030652,010,,,,,-1.0,,
22611,030820,010,,,,,-1.0,,
22612,030820,011,,,,,1.0,,
22613,031208,020,,,,,-1.0,,
22614,031425,010,,,,,-1.0,,
22615,031425,020,,,,,-1.0,,
22616,031599,010,,,,,-1.0,,
22617,031599,040,,,,,-1.0,,
22618,031714,010,,,,,-1.0,,
22619,031714,011,,,,,-1.0,,
22620,031918,021,,,,,-1.0,,
22621,033375,011,,,,,-1.0,,
22622,033700,010,,,,,,,
22623,034836,011,,,,,1.0,,
22624,036386,010,,,,,,,
22625,037132,010,,,,,-1.0,,
22626,037597,021,,,,,-1.0,,
22627,037602,021,,,,,-1.0,,
22628,037949,010,,,,,-1.0,,
22629,038707,010,,,,,1.0,,
22630,038739,040,,,,,-1.0,,
22631,038923,021,,,,,1.0,,
22632,039557,011,,,,,1.0,,
22633,039607,021,,,,,-1.0,,
22634,040870,011,,,,,1.0,,
22635,041028,040,,,,,-1.0,,
22636,041590,040,,,,,-1.0,,
22637,041590,041,,,,,-1.0,,
22638,042155,010,,,,,-1.0,,
22639,042155,040,,,,,-1.0,,
22640,042164,010,,,,,-1.0,,
22641,042164,040,,,,,-1.0,,
22642,042259,020,,,,,-1.0,,
22643,042357,010,,,,,-1.0,,
22644,042683,021,,,,,1.0,,
22645,042758,011,,,,,-1.0,,
22646,042846,011,,,,,-1.0,,
22647,042884,040,,,,,1.0,,
22648,042938,011,,,,,-1.0,,
22649,044109,022,,,,,-1.0,,
22650,044169,031,,,,,-1.0,,
22651,044602,011,,,,,-1.0,,
22652,044604,011,,,,,-1.0,,
22653,044645,010,,,,,-1.0,,
22654,044645,020,,,,,1.0,,
22655,044681,041,,,,,-1.0,,
22656,044764,012,,,,,-1.0,,
22657,044957,021,,,,,-1.0,,
22658,045397,041,,,,,1.0,,
22659,045971,020,,,,,-1.0,,
22660,045971,030,,,,,-1.0,,
22661,047148,011,,,,,-1.0,,
22662,048544,011,,,,,-1.0,,
22663,048882,021,,,,,-1.0,,
22664,050145,011,,,,,1.0,,
22665,050473,021,,,,,-1.0,,
22666,051320,011,,,,,-1.0,,
22667,052037,011,,,,,-1.0,,
22668,053871,011,,,,,-1.0,,
22669,053871,021,,,,,-1.0,,
22670,054000,011,,,,,-1.0,,
22671,054991,040,,,,,-1.0,,
22672,054991,041,,,,,-1.0,,
22673,055512,020,,,,,,,
22674,056024,010,,,,,-1.0,,
22675,056644,020,,,,,-1.0,,
22676,056644,030,,,,,1.0,,
22677,056955,013,,,,,1.0,,
22678,056955,012,,,,,1.0,,
22679,057743,012,,,,,1.0,,
22680,058049,041,,,,,-1.0,,
22681,059089,010,,,,,-1.0,,
22682,059089,020,,,,,-1.0,,
22683,059159,020,,,,,-1.0,,
22684,059331,011,,,,,-1.0,,
22685,059407,010,,,,,-1.0,,
22686,060509,041,,,,,-1.0,,
22687,060680,011,,,,,-1.0,,
22688,061050,021,,,,,-1.0,,
22689,061143,011,,,,,-1.0,,
22690,061217,020,,,,,-1.0,,
22691,061217,030,,,,,-1.0,,
22692,062089,010,,,,,1.0,,
22693,062129,010,,,,,-1.0,,
22694,062890,011,,,,,-1.0,,
22695,064880,010,,,,,-1.0,,
22696,071542,010,,,,,-1.0,,
22697,071542,040,,,,,-1.0,,
22698,071562,020,,,,,-1.0,,
22699,071883,031,,,,,1.0,,
22700,072378,010,,,,,-1.0,,
22701,072378,040,,,,,-1.0,,
22702,072467,011,,,,,-1.0,,
22703,074061,011,,,,,-1.0,,
22704,075266,010,,,,,-1.0,,
22705,075266,040,,,,,1.0,,
22706,075513,010,,,,,-1.0,,
22707,075933,011,,,,,-1.0,,
22708,076609,031,,,,,-1.0,,
22709,077364,012,,,,,-1.0,,
22710,077969,011,,,,,-1.0,,
22711,079080,020,,,,,-1.0,,
22712,079230,031,,,,,-1.0,,
22713,079662,012,,,,,-1.0,,
22714,079899,041,,,,,-1.0,,
22715,080169,011,,,,,-1.0,,
22716,081023,011,,,,,-1.0,,
22717,081212,010,,,,,-1.0,,
22718,081301,040,,,,,1.0,,
22719,082369,010,,,,,-1.0,,
22720,082479,010,,,,,-1.0,,
22721,082479,040,,,,,-1.0,,
22722,082562,011,,,,,,,
22723,082566,011,,,,,1.0,,
22724,084615,020,,,,,-1.0,,
22725,084986,031,,,,,-1.0,,
22726,085379,011,,,,,1.0,,
22727,085573,021,,,,,-1.0,,
22728,085627,010,,,,,-1.0,,
22729,086314,011,,,,,-1.0,,
22730,087483,021,,,,,-1.0,,
22731,090841,032,,,,,-1.0,,
22732,092607,011,,,,,-1.0,,
22733,116001,011,,,,,-1.0,,
22734,117144,021,,,,,-1.0,,
22735,118294,011,,,,,-1.0,,
22736,118605,011,,,,,-1.0,,
22737,119559,011,,,,,-1.0,,
22738,124479,011,,,,,-1.0,,
22739,132268,011,,,,,-1.0,,
22740,132682,011,,,,,-1.0,,
22741,133601,020,,,,,-1.0,,
22742,137074,011,,,,,-1.0,,
22743,138648,011,,,,,-1.0,,
22744,140079,021,,,,,-1.0,,
22745,141150,011,,,,,-1.0,,
22746,143950,011,,,,,-1.0,,
22747,145310,011,,,,,-1.0,,
22748,153810,020,,,,,-1.0,,
22749,153993,020,,,,,-1.0,,
22750,156422,020,,,,,-1.0,,
22751,174101,011,,,,,-1.0,,
22752,174283,011,,,,,-1.0,,
22753,174662,011,,,,,-1.0,,
22754,180795,021,,,,,-1.0,,
22755,184645,021,,,,,-1.0,,
22756,186279,011,,,,,-1.0,,
22757,187393,021,,,,,1.0,,
22758,200367,010,,,,,-1.0,,
22759,200550,020,,,,,,,
22760,200551,020,,,,,-1.0,,
22761,200594,020,,,,,-1.0,,
22762,200601,010,,,,,-1.0,,
22763,200634,020,,,,,-1.0,,
22764,200740,011,,,,,-1.0,,
22765,201144,021,,,,,-1.0,,
22766,201194,011,,,,,-1.0,,
22767,201229,020,,,,,-1.0,,
22768,201283,020,,,,,-1.0,,
22769,201349,011,,,,,-1.0,,
22770,202147,020,,,,,-1.0,,
22771,202521,021,,,,,1.0,,
22772,202536,010,,,,,-1.0,,
22773,203640,011,,,,,-1.0,,
22774,203736,010,,,,,1.0,,
22775,203993,011,,,,,-1.0,,
22776,204148,021,,,,,-1.0,,
22777,204587,020,,,,,,,
22778,204587,021,,,,,,,
22779,205378,011,,,,,1.0,,
22780,205403,011,,,,,1.0,,
22781,206303,011,,,,,-1.0,,
22782,206740,011,,,,,-1.0,,
22783,207081,020,,,,,-1.0,,
22784,207447,021,,,,,-1.0,,
22785,207899,011,,,,,-1.0,,
22786,208328,021,,,,,-1.0,,
22787,208396,010,,,,,-1.0,,
22788,208867,012,,,,,1.0,,
22789,210429,011,,,,,1.0,,
22790,211051,010,,,,,-1.0,,
22791,211382,011,,,,,-1.0,,
22792,211539,011,,,,,-1.0,,
22793,213399,021,,,,,-1.0,,
22794,213419,011,,,,,-1.0,,
22795,502154,020,,,,,-1.0,,
22796,502107,010,,,,,-1.0,,
22797,502252,010,,,,,-1.0,,
22798,501970,010,,,,,-1.0,,
22799,501970,020,,,,,-1.0,,
22800,501168,010,,,,,,,
22801,501168,020,,,,,-1.0,,
22802,502652,010,,,,,1.0,,
22803,502415,010,,,,,-1.0,,
22804,502415,020,,,,,-1.0,,
22805,500132,010,,,,,-1.0,,
22806,500132,020,,,,,1.0,,
22807,501006,020,,,,,-1.0,,
22808,501645,010,,,,,1.0,,
22809,501330,010,,,,,-1.0,,
22810,501330,020,,,,,-1.0,,
22811,500805,010,,,,,1.0,,
22812,500805,020,,,,,-1.0,,
22813,501733,010,,,,,-1.0,,
22814,501807,010,,,,,-1.0,,
22815,500711,010,,,,,-1.0,,
22816,500711,020,,,,,-1.0,,
22817,500759,010,,,,,-1.0,,
22818,500759,020,,,,,-1.0,,
22819,502296,010,,,,,-1.0,,
22820,502281,010,,,,,-1.0,,
22821,502520,010,,,,,-1.0,,
22822,500590,010,,,,,1.0,,
22823,502706,010,,,,,-1.0,,
22824,502706,020,,,,,-1.0,,
22825,500646,010,,,,,-1.0,,
22826,501494,010,,,,,,,
22827,501494,020,,,,,-1.0,,
22828,500284,010,,,,,-1.0,,
22829,502757,010,,,,,-1.0,,
22830,501890,010,,,,,-1.0,,
22831,501890,020,,,,,-1.0,,
22832,500030,010,,,,,-1.0,,
22833,501590,010,,,,,1.0,,
22834,501590,020,,,,,-1.0,,
22835,500274,010,,,,,-1.0,,
22836,500274,020,,,,,-1.0,,
22837,500278,010,,,,,-1.0,,
22838,502214,010,,,,,-1.0,,
22839,502214,020,,,,,-1.0,,
22840,500773,010,,,,,-1.0,,
22841,500095,010,,,,,1.0,,
22842,500095,020,,,,,-1.0,,
22843,500800,010,,,,,1.0,,
22844,501066,010,,,,,-1.0,,
22845,500813,010,,,,,-1.0,,
22846,502606,010,,,,,-1.0,,
22847,502705,010,,,,,-1.0,,
22848,502705,020,,,,,-1.0,,
22849,501120,010,,,,,-1.0,,
22850,500755,010,,,,,-1.0,,
22851,500755,020,,,,,-1.0,,
22852,500415,010,,,,,-1.0,,
22853,501804,010,,,,,1.0,,
22854,501981,010,,,,,-1.0,,
22855,500875,010,,,,,1.0,,
22856,501766,010,,,,,1.0,,
22857,500530,010,,,,,-1.0,,
22858,500479,010,,,,,-1.0,,
22859,500219,010,,,,,1.0,,
22860,501292,010,,,,,-1.0,,
22861,502504,010,,,,,1.0,,
22862,500702,010,,,,,-1.0,,
22863,502184,010,,,,,-1.0,,
22864,502184,020,,,,,-1.0,,
22865,500786,010,,,,,-1.0,,
22866,502536,010,,,,,-1.0,,
22867,501762,010,,,,,-1.0,,
22868,501762,020,,,,,1.0,,
22869,501748,010,,,,,1.0,,
22870,501748,020,,,,,-1.0,,
22871,500266,010,,,,,-1.0,,
22872,500266,020,,,,,-1.0,,
22873,501557,010,,,,,-1.0,,
22874,501939,010,,,,,-1.0,,
22875,501939,020,,,,,-1.0,,
22876,502527,020,,,,,-1.0,,
22877,502314,010,,,,,-1.0,,
22878,502314,020,,,,,-1.0,,
22879,501517,010,,,,,-1.0,,
22880,501517,020,,,,,1.0,,
22881,502531,010,,,,,-1.0,,
22882,502531,020,,,,,-1.0,,
22883,501211,010,,,,,1.0,,
22884,501211,020,,,,,1.0,,
22885,501894,020,,,,,-1.0,,
22886,501417,010,,,,,1.0,,
22887,501417,020,,,,,-1.0,,
22888,501448,010,,,,,-1.0,,
22889,501448,020,,,,,-1.0,,
22890,501133,010,,,,,-1.0,,
22891,501133,020,,,,,-1.0,,
22892,500724,010,,,,,-1.0,,
22893,500130,010,,,,,-1.0,,
22894,500644,010,,,,,-1.0,,
22895,500644,020,,,,,-1.0,,
22896,500149,010,,,,,-1.0,,
22897,500149,020,,,,,-1.0,,
22898,501097,010,,,,,-1.0,,
22899,501097,020,,,,,-1.0,,
22900,501012,010,,,,,-1.0,,
22901,501012,020,,,,,-1.0,,
22902,501381,010,,,,,1.0,,
22903,501381,020,,,,,-1.0,,
22904,501347,010,,,,,-1.0,,
22905,501347,020,,,,,-1.0,,
22906,500688,010,,,,,-1.0,,
22907,500688,020,,,,,-1.0,,
22908,501750,010,,,,,-1.0,,
22909,501750,020,,,,,-1.0,,
22910,501512,010,,,,,-1.0,,
22911,502581,010,,,,,-1.0,,
22912,502581,020,,,,,-1.0,,
22913,501826,010,,,,,1.0,,
22914,501826,020,,,,,-1.0,,
22915,501428,010,,,,,-1.0,,
22916,501098,010,,,,,-1.0,,
22917,502181,010,,,,,1.0,,
22918,502181,020,,,,,-1.0,,
22919,501298,010,,,,,-1.0,,
22920,501298,020,,,,,1.0,,
22921,502307,010,,,,,-1.0,,
22922,500041,010,,,,,-1.0,,
22923,500544,010,,,,,-1.0,,
22924,500900,020,,,,,-1.0,,
22925,500001,010,,,,,-1.0,,
22926,500001,020,,,,,-1.0,,
22927,501500,010,,,,,-1.0,,
22928,501500,020,,,,,-1.0,,
22929,501836,010,,,,,-1.0,,
22930,501836,020,,,,,-1.0,,
22931,501520,010,,,,,-1.0,,
22932,501520,020,,,,,-1.0,,
22933,500222,010,,,,,-1.0,,
22934,500493,010,,,,,-1.0,,
22935,501282,010,,,,,-1.0,,
22936,501282,020,,,,,-1.0,,
22937,500373,010,,,,,-1.0,,
22938,500373,020,,,,,1.0,,
22939,501961,010,,,,,-1.0,,
22940,502557,010,,,,,1.0,,
22941,500248,010,,,,,-1.0,,
22942,500248,020,,,,,1.0,,
22943,501305,010,,,,,-1.0,,
22944,501305,020,,,,,-1.0,,
22945,500437,010,,,,,-1.0,,
22946,502553,010,,,,,-1.0,,
22947,502553,020,,,,,-1.0,,
22948,500265,010,,,,,1.0,,
22949,502417,010,,,,,,,
22950,502417,020,,,,,-1.0,,
22951,500737,010,,,,,-1.0,,
22952,500737,020,,,,,-1.0,,
22953,500687,010,,,,,1.0,,
22954,500249,010,,,,,-1.0,,
22955,500249,020,,,,,-1.0,,
22956,500059,010,,,,,-1.0,,
22957,500862,010,,,,,-1.0,,
22958,500862,020,,,,,-1.0,,
22959,500802,010,,,,,-1.0,,
22960,500802,020,,,,,-1.0,,
22961,500613,010,,,,,1.0,,
22962,500613,020,,,,,-1.0,,
22963,501357,010,,,,,-1.0,,
22964,500936,010,,,,,,,
22965,500936,020,,,,,-1.0,,
22966,500091,020,,,,,-1.0,,
22967,501363,010,,,,,1.0,,
22968,502391,010,,,,,-1.0,,
22969,502391,020,,,,,1.0,,
22970,502081,010,,,,,1.0,,
22971,502081,020,,,,,1.0,,
22972,500897,010,,,,,-1.0,,
22973,501516,010,,,,,-1.0,,
22974,501516,020,,,,,-1.0,,
22975,501772,010,,,,,-1.0,,
22976,501150,010,,,,,-1.0,,
22977,501150,020,,,,,-1.0,,
22978,500303,010,,,,,-1.0,,
22979,502543,010,,,,,-1.0,,
22980,502543,020,,,,,-1.0,,
22981,501728,010,,,,,-1.0,,
22982,500371,010,,,,,-1.0,,
22983,500371,020,,,,,-1.0,,
22984,501354,010,,,,,-1.0,,
22985,501354,020,,,,,-1.0,,
22986,500569,010,,,,,-1.0,,
22987,502744,010,,,,,-1.0,,
22988,500342,020,,,,,-1.0,,
22989,500051,010,,,,,-1.0,,
22990,500051,020,,,,,-1.0,,
22991,500948,010,,,,,-1.0,,
22992,501533,010,,,,,-1.0,,
22993,501533,020,,,,,-1.0,,
22994,502541,010,,,,,-1.0,,
22995,501505,010,,,,,-1.0,,
22996,501505,020,,,,,-1.0,,
22997,501140,010,,,,,-1.0,,
22998,502350,010,,,,,-1.0,,
22999,501880,010,,,,,-1.0,,
23000,502008,010,,,,,-1.0,,
23001,502751,010,,,,,-1.0,,
23002,500930,010,,,,,-1.0,,
23003,501399,010,,,,,1.0,,
23004,501163,010,,,,,-1.0,,
23005,501163,020,,,,,-1.0,,
23006,501942,010,,,,,1.0,,
23007,500461,010,,,,,-1.0,,
23008,500461,020,,,,,-1.0,,
23009,501192,020,,,,,1.0,,
23010,501515,010,,,,,-1.0,,
23011,501515,020,,,,,-1.0,,
23012,502254,010,,,,,-1.0,,
23013,502254,020,,,,,1.0,,
23014,501439,010,,,,,1.0,,
23015,501439,020,,,,,-1.0,,
23016,500592,010,,,,,-1.0,,
23017,501721,020,,,,,-1.0,,
23018,501903,010,,,,,-1.0,,
23019,501903,020,,,,,-1.0,,
23020,502450,010,,,,,1.0,,
23021,502450,020,,,,,-1.0,,
23022,501028,010,,,,,-1.0,,
23023,500815,010,,,,,-1.0,,
23024,500374,020,,,,,-1.0,,
23025,501483,010,,,,,-1.0,,
23026,501483,020,,,,,-1.0,,
23027,500576,010,,,,,1.0,,
23028,500576,020,,,,,-1.0,,
23029,501622,010,,,,,-1.0,,
23030,501622,020,,,,,-1.0,,
23031,501352,010,,,,,-1.0,,
23032,501352,020,,,,,-1.0,,
23033,500491,010,,,,,1.0,,
23034,500491,020,,,,,1.0,,
23035,502063,010,,,,,1.0,,
23036,501705,010,,,,,-1.0,,
23037,501705,020,,,,,-1.0,,
23038,502178,010,,,,,-1.0,,
23039,502178,020,,,,,-1.0,,
23040,500412,010,,,,,-1.0,,
23041,500412,020,,,,,-1.0,,
23042,502234,010,,,,,-1.0,,
23043,502234,020,,,,,-1.0,,
23044,500514,010,,,,,-1.0,,
23045,502636,010,,,,,-1.0,,
23046,500165,010,,,,,1.0,,
23047,500152,010,,,,,1.0,,
23048,500152,020,,,,,-1.0,,
23049,502202,010,,,,,1.0,,
23050,501060,010,,,,,1.0,,
23051,501310,010,,,,,,,
23052,501310,020,,,,,-1.0,,
23053,500306,010,,,,,-1.0,,
23054,500447,010,,,,,-1.0,,
23055,500099,010,,,,,1.0,,
23056,501987,010,,,,,-1.0,,
23057,501491,010,,,,,-1.0,,
23058,501491,020,,,,,1.0,,
23059,501556,010,,,,,-1.0,,
23060,501328,010,,,,,-1.0,,
23061,501328,020,,,,,1.0,,
23062,502493,010,,,,,-1.0,,
23063,502493,020,,,,,-1.0,,
23064,502059,010,,,,,1.0,,
23065,501771,010,,,,,-1.0,,
23066,501771,020,,,,,-1.0,,
23067,501984,010,,,,,-1.0,,
23068,500031,010,,,,,1.0,,
23069,500031,020,,,,,-1.0,,
23070,501213,010,,,,,-1.0,,
23071,501213,020,,,,,-1.0,,
23072,501126,010,,,,,-1.0,,
23073,501126,020,,,,,-1.0,,
23074,502724,010,,,,,1.0,,
23075,502724,020,,,,,-1.0,,
23076,502224,010,,,,,-1.0,,
23077,501945,010,,,,,1.0,,
23078,501945,020,,,,,-1.0,,
23079,501181,010,,,,,1.0,,
23080,501181,020,,,,,-1.0,,
23081,500980,010,,,,,-1.0,,
23082,501224,010,,,,,-1.0,,
23083,501224,020,,,,,-1.0,,
23084,500959,010,,,,,-1.0,,
23085,500959,020,,,,,-1.0,,
23086,500281,010,,,,,-1.0,,
23087,500281,020,,,,,-1.0,,
23088,500203,010,,,,,-1.0,,
23089,501220,010,,,,,-1.0,,
23090,501220,020,,,,,-1.0,,
23091,502644,010,,,,,-1.0,,
23092,502644,020,,,,,,,
23093,501396,010,,,,,-1.0,,
23094,501396,020,,,,,-1.0,,
23095,500562,010,,,,,-1.0,,
23096,500562,020,,,,,-1.0,,
23097,501107,010,,,,,-1.0,,
23098,501107,020,,,,,-1.0,,
23099,500764,010,,,,,-1.0,,
23100,501420,010,,,,,-1.0,,
23101,501420,020,,,,,1.0,,
23102,500356,010,,,,,-1.0,,
23103,500356,020,,,,,-1.0,,
23104,502667,010,,,,,-1.0,,
23105,502667,020,,,,,1.0,,
23106,502515,010,,,,,-1.0,,
23107,502515,020,,,,,,,
23108,501837,010,,,,,1.0,,
23109,501932,010,,,,,-1.0,,
23110,501932,020,,,,,-1.0,,
23111,500158,010,,,,,-1.0,,
23112,502088,010,,,,,-1.0,,
23113,502088,020,,,,,-1.0,,
23114,501950,010,,,,,1.0,,
23115,501404,010,,,,,-1.0,,
23116,501404,020,,,,,-1.0,,
23117,500396,010,,,,,1.0,,
23118,500396,020,,,,,-1.0,,
23119,500578,010,,,,,-1.0,,
23120,500874,010,,,,,1.0,,
23121,500874,020,,,,,-1.0,,
23122,502182,010,,,,,-1.0,,
23123,502182,020,,,,,-1.0,,
23124,500105,010,,,,,1.0,,
23125,500105,020,,,,,-1.0,,
23126,501459,010,,,,,-1.0,,
23127,501459,020,,,,,-1.0,,
23128,502091,010,,,,,-1.0,,
23129,502091,020,,,,,-1.0,,
23130,502218,010,,,,,-1.0,,
23131,502218,020,,,,,-1.0,,
23132,500871,010,,,,,-1.0,,
23133,502686,010,,,,,-1.0,,
23134,502686,020,,,,,,,
23135,502227,010,,,,,-1.0,,
23136,502227,020,,,,,-1.0,,
23137,501888,010,,,,,-1.0,,
23138,501888,020,,,,,-1.0,,
23139,502502,010,,,,,1.0,,
23140,502502,020,,,,,-1.0,,
23141,502425,010,,,,,-1.0,,
23142,501178,010,,,,,-1.0,,
23143,500323,010,,,,,1.0,,
23144,502630,010,,,,,1.0,,
23145,502212,010,,,,,-1.0,,
23146,501944,010,,,,,-1.0,,
23147,501944,020,,,,,1.0,,
23148,500033,010,,,,,-1.0,,
23149,501440,010,,,,,-1.0,,
23150,501440,020,,,,,-1.0,,
23151,501138,010,,,,,-1.0,,
23152,501138,020,,,,,1.0,,
23153,500747,010,,,,,-1.0,,
23154,501793,010,,,,,-1.0,,
23155,502352,010,,,,,-1.0,,
23156,501405,010,,,,,-1.0,,
23157,500482,010,,,,,-1.0,,
23158,500482,020,,,,,1.0,,
23159,502475,010,,,,,-1.0,,
23160,502475,020,,,,,1.0,,
23161,502134,010,,,,,-1.0,,
23162,501261,010,,,,,1.0,,
23163,500616,010,,,,,-1.0,,
23164,502434,010,,,,,1.0,,
23165,501696,010,,,,,-1.0,,
23166,501043,010,,,,,-1.0,,
23167,501043,020,,,,,-1.0,,
23168,501627,010,,,,,-1.0,,
23169,501627,020,,,,,-1.0,,
23170,502563,010,,,,,-1.0,,
23171,502563,020,,,,,-1.0,,
23172,500893,010,,,,,-1.0,,
23173,502405,010,,,,,-1.0,,
23174,502405,020,,,,,-1.0,,
23175,500697,010,,,,,-1.0,,
23176,500698,010,,,,,-1.0,,
23177,500460,010,,,,,-1.0,,
23178,500952,010,,,,,-1.0,,
23179,500952,020,,,,,-1.0,,
23180,500006,010,,,,,-1.0,,
23181,502053,010,,,,,-1.0,,
23182,502053,020,,,,,-1.0,,
23183,500758,010,,,,,-1.0,,
23184,501958,010,,,,,-1.0,,
23185,501958,020,,,,,-1.0,,
23186,501131,010,,,,,-1.0,,
23187,501131,020,,,,,1.0,,
23188,502244,010,,,,,,,
23189,502244,020,,,,,1.0,,
23190,502050,010,,,,,-1.0,,
23191,502050,020,,,,,-1.0,,
23192,501234,010,,,,,-1.0,,
23193,501153,010,,,,,-1.0,,
23194,500929,010,,,,,-1.0,,
23195,500929,020,,,,,-1.0,,
23196,501973,010,,,,,1.0,,
23197,500834,010,,,,,-1.0,,
23198,500834,020,,,,,1.0,,
23199,500381,010,,,,,-1.0,,
23200,501648,010,,,,,-1.0,,
23201,501648,020,,,,,1.0,,
23202,502635,010,,,,,-1.0,,
23203,502635,020,,,,,-1.0,,
23204,502582,010,,,,,1.0,,
23205,502582,020,,,,,-1.0,,
23206,502716,010,,,,,-1.0,,
23207,502716,020,,,,,-1.0,,
23208,501768,010,,,,,1.0,,
23209,501768,020,,,,,-1.0,,
23210,501665,010,,,,,-1.0,,
23211,501665,020,,,,,-1.0,,
23212,502492,010,,,,,1.0,,
23213,501587,010,,,,,-1.0,,
23214,500651,010,,,,,-1.0,,
23215,500651,020,,,,,-1.0,,
23216,502381,010,,,,,-1.0,,
23217,501237,010,,,,,-1.0,,
23218,501237,020,,,,,-1.0,,
23219,502102,010,,,,,-1.0,,
23220,502102,020,,,,,1.0,,
23221,500654,010,,,,,-1.0,,
23222,501112,010,,,,,-1.0,,
23223,501112,020,,,,,-1.0,,
23224,501478,010,,,,,-1.0,,
23225,501478,020,,,,,-1.0,,
23226,500726,010,,,,,-1.0,,
23227,501610,010,,,,,-1.0,,
23228,501610,020,,,,,-1.0,,
23229,500538,010,,,,,1.0,,
23230,500538,020,,,,,-1.0,,
23231,500208,010,,,,,-1.0,,
23232,502471,010,,,,,-1.0,,
23233,502471,020,,,,,-1.0,,
23234,500297,010,,,,,-1.0,,
23235,502487,010,,,,,-1.0,,
23236,500603,010,,,,,-1.0,,
23237,502347,010,,,,,-1.0,,
23238,501247,010,,,,,-1.0,,
23239,501387,010,,,,,-1.0,,
23240,501387,020,,,,,-1.0,,
23241,502126,010,,,,,1.0,,
23242,502315,010,,,,,,,
23243,501070,010,,,,,-1.0,,
23244,501070,020,,,,,1.0,,
23245,500499,010,,,,,-1.0,,
23246,500877,010,,,,,-1.0,,
23247,501165,010,,,,,1.0,,
23248,500385,010,,,,,-1.0,,
23249,500385,020,,,,,1.0,,
23250,501726,010,,,,,-1.0,,
23251,501726,020,,,,,1.0,,
23252,500269,010,,,,,1.0,,
23253,500269,020,,,,,-1.0,,
23254,500519,010,,,,,-1.0,,
23255,500519,020,,,,,-1.0,,
23256,501930,010,,,,,-1.0,,
23257,501423,010,,,,,-1.0,,
23258,500469,010,,,,,-1.0,,
23259,502737,010,,,,,-1.0,,
23260,502737,020,,,,,-1.0,,
23261,501340,010,,,,,-1.0,,
23262,501340,020,,,,,-1.0,,
23263,501202,010,,,,,-1.0,,
23264,500784,010,,,,,-1.0,,
23265,500784,020,,,,,1.0,,
23266,502077,010,,,,,-1.0,,
23267,502077,020,,,,,-1.0,,
23268,502462,010,,,,,-1.0,,
23269,502462,020,,,,,-1.0,,
23270,500020,010,,,,,1.0,,
23271,500382,010,,,,,-1.0,,
23272,501052,010,,,,,-1.0,,
23273,501052,020,,,,,-1.0,,
23274,500483,010,,,,,-1.0,,
23275,502704,010,,,,,-1.0,,
23276,502416,010,,,,,-1.0,,
23277,502416,020,,,,,-1.0,,
23278,501613,010,,,,,1.0,,
23279,501613,020,,,,,,,
23280,500361,010,,,,,,,
23281,500361,020,,,,,1.0,,
23282,500689,010,,,,,-1.0,,
23283,500049,010,,,,,-1.0,,
23284,500049,020,,,,,-1.0,,
23285,502292,010,,,,,-1.0,,
23286,502292,020,,,,,-1.0,,
23287,502180,010,,,,,-1.0,,
23288,502180,020,,,,,-1.0,,
23289,502195,010,,,,,-1.0,,
23290,502195,020,,,,,-1.0,,
23291,501272,010,,,,,-1.0,,
23292,501272,020,,,,,-1.0,,
23293,501549,010,,,,,-1.0,,
23294,501549,020,,,,,-1.0,,
23295,502225,010,,,,,-1.0,,
23296,502225,020,,,,,-1.0,,
23297,501559,020,,,,,-1.0,,
23298,500516,010,,,,,-1.0,,
23299,500516,020,,,,,-1.0,,
23300,501584,010,,,,,-1.0,,
23301,501584,020,,,,,-1.0,,
23302,500945,010,,,,,1.0,,
23303,501580,010,,,,,1.0,,
23304,501580,020,,,,,-1.0,,
23305,500107,010,,,,,-1.0,,
23306,500107,020,,,,,-1.0,,
23307,501532,010,,,,,-1.0,,
23308,501532,020,,,,,-1.0,,
23309,500525,010,,,,,-1.0,,
23310,502656,020,,,,,1.0,,
23311,502564,010,,,,,-1.0,,
23312,502564,020,,,,,-1.0,,
23313,502326,010,,,,,-1.0,,
23314,501148,010,,,,,-1.0,,
23315,502230,010,,,,,-1.0,,
23316,502733,010,,,,,-1.0,,
23317,500450,010,,,,,1.0,,
23318,501938,010,,,,,-1.0,,
23319,500036,010,,,,,-1.0,,
23320,500927,010,,,,,1.0,,
23321,500927,020,,,,,1.0,,
23322,501927,010,,,,,-1.0,,
23323,500294,010,,,,,-1.0,,
23324,500293,010,,,,,-1.0,,
23325,500293,020,,,,,1.0,,
23326,500788,010,,,,,1.0,,
23327,501113,010,,,,,-1.0,,
23328,501113,020,,,,,1.0,,
23329,501554,010,,,,,-1.0,,
23330,500829,010,,,,,-1.0,,
23331,500829,020,,,,,1.0,,
23332,500799,010,,,,,-1.0,,
23333,500799,020,,,,,-1.0,,
23334,502237,010,,,,,-1.0,,
23335,502237,020,,,,,-1.0,,
23336,500826,010,,,,,-1.0,,
23337,501119,010,,,,,-1.0,,
23338,501119,020,,,,,-1.0,,
23339,501147,010,,,,,-1.0,,
23340,502011,010,,,,,-1.0,,
23341,501844,010,,,,,1.0,,
23342,502614,010,,,,,-1.0,,
23343,501452,010,,,,,1.0,,
23344,500577,010,,,,,1.0,,
23345,501617,010,,,,,-1.0,,
